Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
SW900	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.75	0.885
GP5d	COREAD	digestive_system	large_intestine	0.75	0.925
WM793B	SKCM	skin	melanoma	0.753	0.892
PL4	PAAD	pancreas	pancreas	0.757	0.902
KARPAS-422	DLBC	blood	B_cell_lymphoma	0.757	0.91
DOK	HNSC	aero_digestive_tract	head_and_neck	0.761	0.85
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	0.762	0.871
HMV-II	SKCM	skin	melanoma	0.764	0.879
JHU-022	HNSC	aero_digestive_tract	head_and_neck	0.767	0.874
DND-41	ALL	blood	T_cell_leukemia	0.771	0.93
EBC-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.775	0.891
TE-12	ESCA	aero_digestive_tract	oesophagus	0.777	0.881
SW620	COREAD	digestive_system	large_intestine	0.78	0.93
SH-4	SKCM	skin	melanoma	0.788	0.848
HCC2157	BRCA	breast	breast	0.788	0.902
C3A	LIHC	digestive_system	liver	0.794	0.904
HPAC	PAAD	pancreas	pancreas	0.797	0.863
OPM-2	MM	blood	myeloma	0.799	0.948
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.805	0.876
A673	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.813	0.93
DBTRG-05MG	GBM	nervous_system	glioma	0.814	0.889
MFE-319	UCEC	urogenital_system	endometrium	0.818	0.918
SCC-15	HNSC	aero_digestive_tract	head_and_neck	0.821	0.871
NB7	NB	nervous_system	neuroblastoma	0.821	0.906
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	0.824	0.909
KYSE-70	ESCA	aero_digestive_tract	oesophagus	0.833	0.901
TOV-21G	OV	urogenital_system	ovary	0.835	0.901
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	0.835	0.882
BB65-RCC	KIRC	kidney	kidney	0.837	0.894
OCUB-M	BRCA	breast	breast	0.844	0.939
NCI-H630	COREAD	digestive_system	large_intestine	0.846	0.903
SK-NEP-1	UNCLASSIFIED	kidney	kidney	0.848	0.925
VAL	DLBC	blood	B_cell_lymphoma	0.853	0.915
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	0.855	0.922
TASK1	UNCLASSIFIED	nervous_system	nervous_system_other	0.856	0.944
TE-441-T	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.858	0.923
OVCAR-8	OV	urogenital_system	ovary	0.861	0.935
FADU	HNSC	aero_digestive_tract	head_and_neck	0.864	0.922
CAL-148	BRCA	breast	breast	0.867	0.93
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	0.868	0.88
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	0.869	0.902
HCC1599	BRCA	breast	breast	0.871	0.898
KINGS-1	LGG	nervous_system	glioma	0.873	0.872
SUIT-2	PAAD	pancreas	pancreas	0.878	0.911
UMC-11	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	0.882	0.937
JSC-1	DLBC	blood	B_cell_lymphoma	0.884	0.92
MKN28	STAD	digestive_system	stomach	0.885	0.914
HT-29	COREAD	digestive_system	large_intestine	0.886	0.919
KU812	LCML	blood	chronic_myeloid_leukaemia	0.89	0.934
D-283MED	MB	nervous_system	medulloblastoma	0.895	0.934
FU97	STAD	digestive_system	stomach	0.896	0.915
Hs-766T	PAAD	pancreas	pancreas	0.899	0.879
TE-10	ESCA	aero_digestive_tract	oesophagus	0.901	0.922
RH-41	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.902	0.95
DOHH-2	DLBC	blood	B_cell_lymphoma	0.904	0.923
RD	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	0.904	0.906
IST-MEL1	SKCM	skin	melanoma	0.906	0.894
NB14	NB	nervous_system	neuroblastoma	0.908	0.929
U-2-OS	UNCLASSIFIED	bone	osteosarcoma	0.909	0.907
TK	DLBC	blood	B_cell_lymphoma	0.911	0.935
HCC1187	BRCA	breast	breast	0.911	0.928
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	0.924	0.977
SNB75	GBM	nervous_system	glioma	0.924	0.868
IST-MES1	MESO	lung	mesothelioma	0.93	0.92
Caov-3	OV	urogenital_system	ovary	0.931	0.943
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	0.937	0.906
NCI-H1781	LUAD	lung	lung_NSCLC_adenocarcinoma	0.941	0.922
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	0.943	0.954
Ca-Ski	CESC	urogenital_system	cervix	0.945	0.906
HTC-C3	THCA	thyroid	thyroid	0.945	0.906
BICR22	HNSC	aero_digestive_tract	head_and_neck	0.951	0.903
KYSE-140	ESCA	aero_digestive_tract	oesophagus	0.966	0.906
EPLC-272H	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	0.971	0.907
NCI-H292	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	0.979	0.897
Saos-2	UNCLASSIFIED	bone	osteosarcoma	0.983	0.875
NCI-H522	LUAD	lung	lung_NSCLC_adenocarcinoma	0.985	0.901
NCI-H838	LUAD	lung	lung_NSCLC_adenocarcinoma	0.99	0.919
TGW	NB	nervous_system	neuroblastoma	0.99	0.95
NB(TU)1-10	NB	nervous_system	neuroblastoma	0.992	0.948
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	0.995	0.96
LB996-RCC	KIRC	kidney	kidney	0.997	0.904
K8	UNCLASSIFIED	skin	melanoma	1	0.986
COLO-668	SCLC	lung	lung_small_cell_carcinoma	1.01	0.926
EN	UCEC	urogenital_system	endometrium	1.01	0.893
SK-MEL-2	SKCM	skin	melanoma	1.01	0.921
HO-1-N-1	HNSC	aero_digestive_tract	head_and_neck	1.02	0.941
OCUM-1	STAD	digestive_system	stomach	1.02	0.912
SK-MM-2	MM	blood	myeloma	1.02	0.921
SCC-25	HNSC	aero_digestive_tract	head_and_neck	1.03	0.91
CaR-1	COREAD	digestive_system	large_intestine	1.03	0.871
RMG-I	UNCLASSIFIED	urogenital_system	ovary	1.04	0.906
AM-38	GBM	nervous_system	glioma	1.04	0.926
Calu-1	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	1.05	0.911
DB	DLBC	blood	B_cell_lymphoma	1.05	0.912
H3255	LUAD	lung	lung_NSCLC_adenocarcinoma	1.05	0.904
NCI-H2461	MESO	lung	mesothelioma	1.05	0.897
NUGC-3	STAD	digestive_system	stomach	1.06	0.913
Farage	DLBC	blood	B_cell_lymphoma	1.06	0.962
DK-MG	GBM	nervous_system	glioma	1.07	0.876
GMS-10	GBM	nervous_system	glioma	1.07	0.931
A388	UNCLASSIFIED	skin	skin_other	1.07	0.911
NCI-H1793	LUAD	lung	lung_NSCLC_adenocarcinoma	1.07	0.883
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	1.08	0.925
TE-8	ESCA	aero_digestive_tract	oesophagus	1.09	0.921
KALS-1	LGG	nervous_system	glioma	1.09	0.889
LNZTA3WT4	GBM	nervous_system	glioma	1.09	0.934
JJN-3	MM	blood	haematopoietic_neoplasm_other	1.1	0.964
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	1.1	0.936
VCaP	PRAD	urogenital_system	prostate	1.11	0.927
SW626	OV	urogenital_system	ovary	1.12	0.908
OVCAR-3	OV	urogenital_system	ovary	1.12	0.917
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	1.12	0.931
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	1.13	0.903
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	1.13	0.898
BICR10	HNSC	aero_digestive_tract	head_and_neck	1.13	0.912
COLO-679	SKCM	skin	melanoma	1.13	0.917
SK-OV-3	OV	urogenital_system	ovary	1.14	0.903
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.14	0.941
ES4	UNCLASSIFIED	bone	ewings_sarcoma	1.14	0.914
IM-9	MM	blood	myeloma	1.15	0.956
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	1.15	0.925
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	1.15	0.894
HCC1806	UNCLASSIFIED	breast	breast	1.16	0.947
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	1.17	0.885
PA-TU-8988T	PAAD	pancreas	pancreas	1.17	0.935
LOXIMVI	SKCM	skin	melanoma	1.17	0.952
NEC8	UNCLASSIFIED	urogenital_system	testis	1.18	0.961
C-33-A	CESC	urogenital_system	cervix	1.18	0.935
KMS-12-BM	MM	blood	myeloma	1.19	0.966
RO82-W-1	THCA	thyroid	thyroid	1.19	0.902
CAPAN-1	PAAD	pancreas	pancreas	1.19	0.921
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	1.19	0.927
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	1.2	0.93
TGBC24TKB	UNCLASSIFIED	digestive_system	biliary_tract	1.2	0.946
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	1.2	0.94
RD-ES	UNCLASSIFIED	bone	ewings_sarcoma	1.2	0.946
JHH-6	LIHC	digestive_system	liver	1.2	0.934
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.21	0.962
SK-MEL-3	SKCM	skin	melanoma	1.21	0.916
MFE-296	UCEC	urogenital_system	endometrium	1.22	0.927
KYM-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	1.22	0.961
BHT-101	THCA	thyroid	thyroid	1.22	0.933
LB2518-MEL	SKCM	skin	melanoma	1.23	0.93
HCC1569	BRCA	breast	breast	1.23	0.899
LC-1F	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	1.24	0.903
ES3	UNCLASSIFIED	bone	ewings_sarcoma	1.24	0.931
KOSC-2	HNSC	aero_digestive_tract	head_and_neck	1.25	0.932
CAPAN-2	PAAD	pancreas	pancreas	1.26	0.912
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	1.26	0.952
BICR78	HNSC	aero_digestive_tract	head_and_neck	1.27	0.92
ES5	UNCLASSIFIED	bone	ewings_sarcoma	1.27	0.92
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	1.27	0.94
NB5	NB	nervous_system	neuroblastoma	1.28	0.938
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	1.28	0.959
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	1.28	0.939
NCI-H747	COREAD	digestive_system	large_intestine	1.3	0.914
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	1.3	0.933
GR-ST	ALL	blood	lymphoblastic_leukemia	1.31	0.916
HDQ-P1	BRCA	breast	breast	1.31	0.918
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	1.31	0.93
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	1.32	0.946
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.32	0.917
RF-48	STAD	digestive_system	stomach	1.33	0.926
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	1.33	0.879
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	1.34	0.938
RKN	UNCLASSIFIED	urogenital_system	ovary	1.35	0.935
COR-L279	SCLC	lung	lung_small_cell_carcinoma	1.36	0.959
DV-90	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	1.36	0.942
OCI-M1	LAML	blood	acute_myeloid_leukaemia	1.37	0.984
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	1.37	0.933
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	1.38	0.957
SF539	LGG	nervous_system	glioma	1.38	0.959
HCC70	BRCA	breast	breast	1.4	0.947
BEN	UNCLASSIFIED	lung	lung_NSCLC_not_specified	1.41	0.927
CAL-29	BLCA	urogenital_system	bladder	1.41	0.935
OV-90	OV	urogenital_system	ovary	1.41	0.912
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	1.41	0.96
NB6	NB	nervous_system	neuroblastoma	1.41	0.917
Sci-1	UNCLASSIFIED	blood	B_cell_lymphoma	1.43	0.971
Becker	GBM	nervous_system	glioma	1.43	0.929
WM902B	UNCLASSIFIED	skin	melanoma	1.43	0.95
HARA	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	1.43	0.925
OUMS-23	UNCLASSIFIED	digestive_system	large_intestine	1.45	0.94
HT-1376	BLCA	urogenital_system	bladder	1.45	0.924
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	1.45	0.942
JIMT-1	BRCA	breast	breast	1.45	0.936
Hep3B2-1-7	LIHC	digestive_system	liver	1.46	0.946
GRANTA-519	DLBC	blood	B_cell_lymphoma	1.46	0.961
HuH-7	LIHC	digestive_system	liver	1.48	0.947
NCI-H2595	MESO	lung	mesothelioma	1.49	0.904
LS-123	COREAD	digestive_system	large_intestine	1.5	0.91
KMOE-2	LAML	blood	acute_myeloid_leukaemia	1.5	0.963
MC-CAR	MM	blood	haematopoietic_neoplasm_other	1.51	0.963
LS-411N	COREAD	digestive_system	large_intestine	1.52	0.923
RCM-1	COREAD	digestive_system	large_intestine	1.52	0.922
SU-DHL-4	DLBC	blood	B_cell_lymphoma	1.52	0.996
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	1.53	0.93
THP-1	LAML	blood	acute_myeloid_leukaemia	1.53	0.963
PC-3	PRAD	urogenital_system	prostate	1.54	0.923
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	1.54	0.952
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	1.54	0.938
WM278	SKCM	skin	melanoma	1.55	0.933
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	1.56	0.928
MZ7-mel	SKCM	skin	melanoma	1.57	0.945
HO-1-u-1	HNSC	aero_digestive_tract	head_and_neck	1.57	0.955
OVMIU	OV	urogenital_system	ovary	1.57	0.922
COLO-800	SKCM	skin	melanoma	1.57	0.953
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	1.58	0.926
TMK-1	STAD	digestive_system	stomach	1.58	0.942
L-363	MM	blood	myeloma	1.58	0.97
SLVL	DLBC	blood	B_cell_lymphoma	1.59	0.942
SN12C	KIRC	kidney	kidney	1.59	0.935
WM-115	SKCM	skin	melanoma	1.59	0.924
J82	BLCA	urogenital_system	bladder	1.6	0.951
no-11	LGG	nervous_system	glioma	1.61	0.922
NCI-H2452	MESO	lung	mesothelioma	1.61	0.928
HT55	COREAD	digestive_system	large_intestine	1.62	0.95
LC4-1	ALL	blood	lymphoblastic_leukemia	1.63	0.938
LAMA-84	LCML	blood	chronic_myeloid_leukaemia	1.64	0.949
451Lu	SKCM	skin	melanoma	1.65	0.956
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	1.67	0.953
HEC-1	UCEC	urogenital_system	endometrium	1.69	0.957
KCL-22	LCML	blood	chronic_myeloid_leukaemia	1.69	0.976
SK-N-DZ	NB	nervous_system	neuroblastoma	1.71	0.955
23132-87	STAD	digestive_system	stomach	1.71	0.949
RT4	BLCA	urogenital_system	bladder	1.71	0.946
PCI-38	HNSC	aero_digestive_tract	head_and_neck	1.71	0.953
Hs-578-T	BRCA	breast	breast	1.74	0.945
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	1.74	0.949
DAN-G	PAAD	pancreas	pancreas	1.75	0.971
MS-1	SCLC	lung	lung_small_cell_carcinoma	1.75	0.969
SU-DHL-1	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	1.76	0.997
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	1.77	0.951
IPC-298	SKCM	skin	melanoma	1.78	0.957
NCI-H1618	UNCLASSIFIED	lung	lung_small_cell_carcinoma	1.79	0.896
NCI-H1915	UNCLASSIFIED	lung	lung_NSCLC_large_cell	1.8	0.953
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	1.82	0.892
SCC-3	DLBC	blood	B_cell_lymphoma	1.82	0.997
OE33	ESCA	aero_digestive_tract	oesophagus	1.82	0.935
Caov-4	OV	urogenital_system	ovary	1.83	0.909
COLO-824	BRCA	breast	breast	1.85	0.954
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.85	0.972
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	1.87	0.915
ECC10	UNCLASSIFIED	digestive_system	stomach	1.87	0.952
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	1.88	0.959
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	1.88	0.941
HT-3	CESC	urogenital_system	cervix	1.89	0.955
HCC1428	BRCA	breast	breast	1.89	0.946
PC-3_[JPC-3]	LUAD	lung	lung_NSCLC_adenocarcinoma	1.89	0.924
UACC-62	SKCM	skin	melanoma	1.89	0.958
KELLY	NB	nervous_system	neuroblastoma	1.9	0.969
SIMA	NB	nervous_system	neuroblastoma	1.91	0.942
MKL-1-subclone-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	1.91	0.946
EM-2	LCML	blood	chronic_myeloid_leukaemia	1.91	0.943
TE-6	ESCA	aero_digestive_tract	oesophagus	1.92	0.939
JHH-2	LIHC	digestive_system	liver	1.92	0.949
NB12	NB	nervous_system	neuroblastoma	1.92	0.923
SW1990	PAAD	pancreas	pancreas	1.93	0.938
SW13	ACC	kidney	adrenal_gland	1.94	0.956
HCC-56	COREAD	digestive_system	large_intestine	1.98	0.956
HuP-T3	PAAD	pancreas	pancreas	2	0.935
ES6	UNCLASSIFIED	bone	ewings_sarcoma	2.01	0.934
RCC10RGB	KIRC	kidney	kidney	2.01	0.873
ARH-77	MM	blood	myeloma	2.01	0.964
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	2.02	0.936
MZ2-MEL	SKCM	skin	melanoma	2.03	0.941
HSC-39	STAD	digestive_system	stomach	2.03	0.977
U-87-MG	GBM	nervous_system	glioma	2.04	0.941
EJM	MM	blood	lymphoid_neoplasm_other	2.06	0.981
PA-TU-8902	PAAD	pancreas	pancreas	2.09	0.943
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	2.09	0.981
BOKU	UNCLASSIFIED	urogenital_system	cervix	2.12	0.94
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.14	0.948
OVCAR-4	OV	urogenital_system	ovary	2.16	0.915
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	2.17	0.961
NCI-H716	COREAD	digestive_system	large_intestine	2.2	0.936
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	2.21	0.974
MMAc-SF	SKCM	skin	melanoma	2.22	0.957
AU565	BRCA	breast	breast	2.23	0.951
COLO-829	SKCM	skin	melanoma	2.24	0.918
K-562	LCML	blood	chronic_myeloid_leukaemia	2.26	0.967
P3HR-1	UNCLASSIFIED	blood	Burkitt_lymphoma	2.27	0.977
COLO-684	UCEC	urogenital_system	endometrium	2.27	0.95
SAT	HNSC	aero_digestive_tract	head_and_neck	2.29	0.914
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	2.29	0.981
HT	DLBC	blood	B_cell_lymphoma	2.31	0.974
NCI-H1651	LUAD	lung	lung_NSCLC_adenocarcinoma	2.32	0.955
SHP-77	SCLC	lung	lung_small_cell_carcinoma	2.32	0.977
SCaBER	UNCLASSIFIED	urogenital_system	bladder	2.35	0.949
BT-20	BRCA	breast	breast	2.36	0.941
TE-1	ESCA	aero_digestive_tract	oesophagus	2.36	0.938
MDST8	COREAD	digestive_system	large_intestine	2.4	0.966
KNS-81-FD	LGG	nervous_system	glioma	2.4	0.932
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.42	0.975
GOTO	NB	nervous_system	neuroblastoma	2.44	0.952
LP-1	MM	blood	myeloma	2.45	0.986
Tera-1	UNCLASSIFIED	urogenital_system	testis	2.46	0.955
CHP-126	NB	nervous_system	neuroblastoma	2.47	0.963
Ca9-22	HNSC	aero_digestive_tract	head_and_neck	2.5	0.975
SU8686	PAAD	pancreas	pancreas	2.5	0.954
NCI-H2591	MESO	lung	mesothelioma	2.52	0.938
NCI-H2228	LUAD	lung	lung_NSCLC_adenocarcinoma	2.54	0.921
NCI-H748	SCLC	lung	lung_small_cell_carcinoma	2.54	0.941
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	2.55	0.953
KLE	UCEC	urogenital_system	endometrium	2.57	0.918
KP-2	PAAD	pancreas	pancreas	2.57	0.959
NB17	NB	nervous_system	neuroblastoma	2.57	0.952
SNU-1	STAD	digestive_system	stomach	2.59	0.964
SJSA-1	UNCLASSIFIED	bone	bone_other	2.62	0.955
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	2.65	0.968
J-RT3-T3-5	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	2.68	0.982
NCI-H513	MESO	lung	mesothelioma	2.69	0.947
MY-M12	ALL	blood	leukemia	2.72	0.957
NCI-H2029	SCLC	lung	lung_small_cell_carcinoma	2.72	0.979
SNU-475	LIHC	digestive_system	liver	2.72	0.982
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	2.73	0.932
LN-229	GBM	nervous_system	glioma	2.73	0.97
Ishikawa(Heraklio)02ER-	UNCLASSIFIED	urogenital_system	uterus	2.75	0.973
MDA-MB-175-VII	BRCA	breast	breast	2.76	0.959
KP-N-YN	NB	nervous_system	neuroblastoma	2.8	0.96
RPMI-8226	MM	blood	myeloma	2.8	0.984
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	2.83	0.967
647-V	BLCA	urogenital_system	bladder	2.84	0.97
PANC-08-13	PAAD	pancreas	pancreas	2.85	0.945
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	2.86	0.967
HCC2998	COREAD	digestive_system	large_intestine	2.86	0.973
CTB-1	DLBC	blood	B_cell_lymphoma	2.87	0.938
KNS-42	LGG	nervous_system	glioma	2.87	0.952
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	2.89	0.974
UACC-257	SKCM	skin	melanoma	2.92	0.949
SW1417	COREAD	digestive_system	large_intestine	2.94	0.955
GAK	SKCM	skin	melanoma	2.95	0.976
HH	UNCLASSIFIED	blood	T_cell_leukemia	2.96	0.942
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	2.96	0.956
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	3	0.96
COLO-678	COREAD	digestive_system	large_intestine	3.02	0.946
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	3.03	0.996
SNU-C1	COREAD	digestive_system	large_intestine	3.04	0.932
SK-MEL-1	SKCM	skin	melanoma	3.06	0.986
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	3.06	0.984
OE19	ESCA	aero_digestive_tract	oesophagus	3.06	0.96
SW948	COREAD	digestive_system	large_intestine	3.08	0.933
MKL-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	3.08	0.942
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	3.11	0.988
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	3.12	0.951
Hs-939-T	SKCM	skin	melanoma	3.16	0.964
CAL-72	UNCLASSIFIED	bone	osteosarcoma	3.22	0.957
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	3.25	0.99
ECC4	UNCLASSIFIED	digestive_system	digestive_system_other	3.25	0.93
NB10	NB	nervous_system	neuroblastoma	3.26	0.976
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	3.26	0.952
NCI-H1993	LUAD	lung	lung_NSCLC_adenocarcinoma	3.29	0.946
DJM-1	UNCLASSIFIED	skin	skin_other	3.35	0.976
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	3.42	0.95
ME-180	CESC	urogenital_system	cervix	3.47	0.972
EVSA-T	BRCA	breast	breast	3.57	0.989
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	3.61	0.938
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	3.63	0.97
PSN1	PAAD	pancreas	pancreas	3.64	0.991
22RV1	PRAD	urogenital_system	prostate	3.67	0.957
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	3.72	0.976
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	3.82	0.992
U-118-MG	GBM	nervous_system	glioma	3.84	0.965
COLO-320-HSR	COREAD	digestive_system	large_intestine	3.85	0.989
NCI-H2196	SCLC	lung	lung_small_cell_carcinoma	3.87	0.973
AMO-1	MM	blood	haematopoietic_neoplasm_other	3.87	0.99
MFE-280	UCEC	urogenital_system	endometrium	3.91	0.956
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	3.93	0.955
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	3.93	0.993
SKG-IIIa	CESC	urogenital_system	cervix	3.95	0.951
C32	SKCM	skin	melanoma	4.02	0.973
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	4.04	0.967
PL-21	LAML	blood	acute_myeloid_leukaemia	4.08	0.966
M14	SKCM	skin	melanoma	4.09	0.974
COR-L88	SCLC	lung	lung_small_cell_carcinoma	4.15	0.964
CAMA-1	BRCA	breast	breast	4.15	0.96
CCK-81	COREAD	digestive_system	large_intestine	4.18	0.984
NCI-H441	LUAD	lung	lung_NSCLC_adenocarcinoma	4.23	0.948
PANC-02-03	PAAD	pancreas	pancreas	4.23	0.964
NCI-H2373	MESO	lung	mesothelioma	4.24	0.96
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	4.24	0.969
HN	HNSC	aero_digestive_tract	head_and_neck	4.25	0.985
LU-165	SCLC	lung	lung_small_cell_carcinoma	4.26	0.97
MDA-MB-134-VI	UNCLASSIFIED	breast	breast	4.28	0.973
UISO-MCC-1	UNCLASSIFIED	skin	Merkel_cell_carcinoma	4.34	0.989
JVM-2	CLL	blood	lymphoid_neoplasm_other	4.36	0.963
T47D	BRCA	breast	breast	4.46	0.942
PFSK-1	MB	nervous_system	medulloblastoma	4.47	0.975
NCI-H220	UNCLASSIFIED	lung	lung_small_cell_carcinoma	4.54	0.974
MIA-PaCa-2	PAAD	pancreas	pancreas	4.63	0.974
KY821	LAML	blood	leukemia	4.71	0.991
no-10	LGG	nervous_system	glioma	4.75	0.965
HuP-T4	PAAD	pancreas	pancreas	4.8	0.977
T84	COREAD	digestive_system	large_intestine	4.88	0.981
NOMO-1	LAML	blood	acute_myeloid_leukaemia	4.89	0.972
FTC-133	THCA	thyroid	thyroid	4.95	0.975
ES-2	UNCLASSIFIED	urogenital_system	ovary	4.95	0.991
RPMI-8866	LCML	blood	chronic_myeloid_leukaemia	4.97	0.988
HSC-4	HNSC	aero_digestive_tract	head_and_neck	4.97	0.959
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	5.01	0.99
LB373-MEL-D	SKCM	skin	melanoma	5.02	0.984
HCC1500	BRCA	breast	breast	5.09	0.98
TGBC11TKB	STAD	digestive_system	stomach	5.17	0.992
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	5.18	0.988
TE-5	ESCA	aero_digestive_tract	oesophagus	5.21	0.972
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	5.23	0.964
NCI-H1688	SCLC	lung	lung_small_cell_carcinoma	5.26	0.976
CP50-MEL-B	SKCM	skin	melanoma	5.27	0.984
NCI-H1404	UNCLASSIFIED	lung	lung_NSCLC_papillary	5.27	0.98
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	5.29	0.971
SNU-16	STAD	digestive_system	stomach	5.3	0.991
SNU-5	STAD	digestive_system	stomach	5.35	0.982
