Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
LU-165	SCLC	lung	lung_small_cell_carcinoma	40.5	0.986
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	40.7	0.987
SIMA	NB	nervous_system	neuroblastoma	41.2	0.985
D-263MG	GBM	nervous_system	glioma	42.9	0.982
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	45	0.977
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	46.6	0.974
CW-2	COREAD	digestive_system	large_intestine	47.4	0.989
NCI-H716	COREAD	digestive_system	large_intestine	50.1	0.982
SCC-15	HNSC	aero_digestive_tract	head_and_neck	50.3	0.978
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	53.8	0.981
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	56.1	0.986
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	62.2	0.986
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	65.9	0.986
D-502MG	LGG	nervous_system	glioma	85.2	0.977
NCI-H128	SCLC	lung	lung_small_cell_carcinoma	86	0.973
A498	KIRC	kidney	kidney	87.1	0.979
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	99.9	0.982
RCC10RGB	KIRC	kidney	kidney	108	0.963
EW-12	UNCLASSIFIED	bone	ewings_sarcoma	171	0.977
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	242	0.968
