Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
Farage	DLBC	blood	B_cell_lymphoma	5.1	0.933
SK-N-FI	NB	nervous_system	neuroblastoma	5.12	0.898
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	5.13	0.896
DJM-1	UNCLASSIFIED	skin	skin_other	5.26	0.9
RL	DLBC	blood	B_cell_lymphoma	5.27	0.913
Detroit562	HNSC	aero_digestive_tract	head_and_neck	5.28	0.906
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	5.28	0.891
TMK-1	STAD	digestive_system	stomach	5.29	0.889
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	5.35	0.888
ESO51	ESCA	aero_digestive_tract	oesophagus	5.41	0.852
SNU-449	LIHC	digestive_system	liver	5.46	0.888
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	5.5	0.908
SCC-15	HNSC	aero_digestive_tract	head_and_neck	5.56	0.86
Sarc9371	UNCLASSIFIED	bone	bone_other	5.59	0.838
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	5.64	0.912
CAL-120	BRCA	breast	breast	5.66	0.868
MDST8	COREAD	digestive_system	large_intestine	5.66	0.905
DAN-G	PAAD	pancreas	pancreas	5.67	0.927
COLO-680N	ESCA	aero_digestive_tract	oesophagus	5.7	0.88
TE-10	ESCA	aero_digestive_tract	oesophagus	5.74	0.908
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	5.84	0.889
JSC-1	DLBC	blood	B_cell_lymphoma	5.94	0.91
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	5.97	0.909
A427	UNCLASSIFIED	lung	lung_NSCLC_not_specified	5.98	0.906
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	6.01	0.892
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	6.03	0.884
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	6.05	0.899
PCI-6A	HNSC	aero_digestive_tract	head_and_neck	6.06	0.912
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	6.07	0.912
OC-314	OV	urogenital_system	ovary	6.08	0.936
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	6.08	0.89
OCUM-1	STAD	digestive_system	stomach	6.11	0.894
LU-139	SCLC	lung	lung_small_cell_carcinoma	6.26	0.876
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	6.26	0.944
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	6.32	0.917
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	6.32	0.917
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	6.34	0.907
MDA-MB-361	BRCA	breast	breast	6.36	0.914
KYSE-50	ESCA	aero_digestive_tract	oesophagus	6.39	0.928
P32-ISH	UNCLASSIFIED	blood	Burkitt_lymphoma	6.44	0.969
PANC-10-05	PAAD	pancreas	pancreas	6.45	0.921
KG-1	LAML	blood	acute_myeloid_leukaemia	6.48	0.933
MOLP-8	MM	blood	myeloma	6.48	0.92
K-562	LCML	blood	chronic_myeloid_leukaemia	6.5	0.919
COLO-678	COREAD	digestive_system	large_intestine	6.58	0.878
EVSA-T	BRCA	breast	breast	6.59	0.941
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	6.62	0.894
639-V	BLCA	urogenital_system	bladder	6.67	0.943
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	6.68	0.893
CP66-MEL	SKCM	skin	melanoma	6.68	0.897
TE-4	ESCA	aero_digestive_tract	oesophagus	6.81	0.918
TE-6	ESCA	aero_digestive_tract	oesophagus	6.87	0.895
HEC-1	UCEC	urogenital_system	endometrium	6.99	0.924
RH-1	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	7.01	0.95
NB17	NB	nervous_system	neuroblastoma	7.05	0.899
CPC-N	SCLC	lung	lung_small_cell_carcinoma	7.1	0.907
COLO-679	SKCM	skin	melanoma	7.16	0.904
SU-DHL-16	DLBC	blood	B_cell_lymphoma	7.19	0.983
VMRC-LCD	LUAD	lung	lung_NSCLC_adenocarcinoma	7.21	0.951
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	7.23	0.893
KYSE-140	ESCA	aero_digestive_tract	oesophagus	7.27	0.903
VCaP	PRAD	urogenital_system	prostate	7.28	0.916
LNZTA3WT4	GBM	nervous_system	glioma	7.28	0.925
IOSE-397	UNCLASSIFIED	urogenital_system	ovary	7.28	0.915
SNU-5	STAD	digestive_system	stomach	7.31	0.919
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	7.35	0.907
SW48	COREAD	digestive_system	large_intestine	7.38	0.923
NCI-H2342	LUAD	lung	lung_NSCLC_adenocarcinoma	7.41	0.908
G-361	SKCM	skin	melanoma	7.42	0.93
U-266	MM	blood	myeloma	7.54	0.881
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	7.54	0.918
EHEB	CLL	blood	lymphoid_neoplasm_other	7.6	0.872
CMK	LAML	blood	acute_myeloid_leukaemia	7.61	0.952
COLO-205	COREAD	digestive_system	large_intestine	7.68	0.927
CAPAN-2	PAAD	pancreas	pancreas	7.71	0.897
SAT	HNSC	aero_digestive_tract	head_and_neck	7.77	0.866
SNG-M	UCEC	urogenital_system	endometrium	7.78	0.929
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	7.82	0.954
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	7.84	0.918
KYSE-450	ESCA	aero_digestive_tract	oesophagus	7.94	0.936
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	8.02	0.958
SF126	GBM	nervous_system	glioma	8.02	0.919
NCI-H929	MM	blood	myeloma	8.1	0.953
KARPAS-422	DLBC	blood	B_cell_lymphoma	8.12	0.931
SK-GT-2	STAD	digestive_system	stomach	8.13	0.92
H3255	LUAD	lung	lung_NSCLC_adenocarcinoma	8.15	0.904
NMC-G1	LGG	nervous_system	glioma	8.17	0.9
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	8.3	0.911
SUP-M2	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	8.34	0.976
MEL-HO	SKCM	skin	melanoma	8.35	0.928
HCC1428	BRCA	breast	breast	8.39	0.917
NCI-H2452	MESO	lung	mesothelioma	8.42	0.906
SCC-25	HNSC	aero_digestive_tract	head_and_neck	8.43	0.913
G-292-Clone-A141B1	UNCLASSIFIED	bone	osteosarcoma	8.45	0.867
CAPAN-1	PAAD	pancreas	pancreas	8.47	0.915
LB996-RCC	KIRC	kidney	kidney	8.48	0.944
PFSK-1	MB	nervous_system	medulloblastoma	8.6	0.922
SK-MEL-3	SKCM	skin	melanoma	8.62	0.911
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	8.64	0.95
HT-115	COREAD	digestive_system	large_intestine	8.64	0.945
JHH-7	LIHC	digestive_system	liver	8.8	0.943
CP50-MEL-B	SKCM	skin	melanoma	8.8	0.934
HCC1395	BRCA	breast	breast	8.8	0.907
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	8.81	0.921
VAL	DLBC	blood	B_cell_lymphoma	9.07	0.934
OCI-AML3	LAML	blood	acute_myeloid_leukaemia	9.18	0.959
U-87-MG	GBM	nervous_system	glioma	9.28	0.913
PC-3_[JPC-3]	LUAD	lung	lung_NSCLC_adenocarcinoma	9.37	0.899
KYSE-220	ESCA	aero_digestive_tract	oesophagus	9.5	0.929
SCC-9	HNSC	aero_digestive_tract	head_and_neck	9.52	0.905
AU565	BRCA	breast	breast	9.53	0.922
TCCSUP	BLCA	urogenital_system	bladder	9.6	0.919
HO-1-u-1	HNSC	aero_digestive_tract	head_and_neck	9.66	0.944
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	9.69	0.955
NUGC-4	STAD	digestive_system	stomach	9.88	0.938
MC116	DLBC	blood	B_cell_lymphoma	9.99	0.999
WM793B	SKCM	skin	melanoma	10	0.926
YAPC	PAAD	pancreas	pancreas	10.2	0.911
PSN1	PAAD	pancreas	pancreas	10.2	0.966
BPH-1	UNCLASSIFIED	urogenital_system	prostate	10.2	0.958
Ca-Ski	CESC	urogenital_system	cervix	10.4	0.927
MES-SA	UNCLASSIFIED	urogenital_system	uterus	10.5	0.965
WM-115	SKCM	skin	melanoma	10.5	0.915
23132-87	STAD	digestive_system	stomach	10.7	0.939
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	10.8	0.916
NCI-H64	SCLC	lung	lung_small_cell_carcinoma	10.8	0.989
RCM-1	COREAD	digestive_system	large_intestine	10.8	0.917
KNS-81-FD	LGG	nervous_system	glioma	10.9	0.904
RF-48	STAD	digestive_system	stomach	10.9	0.929
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	11	0.906
BC-1	DLBC	blood	B_cell_lymphoma	11	0.968
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	11.1	0.967
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	11.1	0.927
SW403	UNCLASSIFIED	digestive_system	large_intestine	11.2	0.914
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	11.3	0.93
NB12	NB	nervous_system	neuroblastoma	11.3	0.908
OVCAR-3	OV	urogenital_system	ovary	11.3	0.932
NCI-H2595	MESO	lung	mesothelioma	11.3	0.903
OAW-28	OV	urogenital_system	ovary	11.5	0.948
UACC-257	SKCM	skin	melanoma	11.7	0.92
EFM-192A	BRCA	breast	breast	11.8	0.933
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	11.8	0.948
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	11.8	0.905
JHH-2	LIHC	digestive_system	liver	11.9	0.939
NOS-1	UNCLASSIFIED	bone	osteosarcoma	12	0.922
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	12	0.945
SNU-423	LIHC	digestive_system	liver	12.1	0.929
NCI-H630	COREAD	digestive_system	large_intestine	12.4	0.94
Jurkat	ALL	blood	T_cell_leukemia	12.4	0.977
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	12.5	0.947
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	12.5	0.968
NCI-H647	UNCLASSIFIED	lung	lung_NSCLC_not_specified	12.5	0.945
LU-135	SCLC	lung	lung_small_cell_carcinoma	12.6	0.976
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	12.6	0.954
SW626	OV	urogenital_system	ovary	12.7	0.929
HuO9	UNCLASSIFIED	bone	osteosarcoma	12.9	0.938
NCI-H146	SCLC	lung	lung_small_cell_carcinoma	13	0.983
ECC10	UNCLASSIFIED	digestive_system	stomach	13	0.947
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	13.1	0.949
THP-1	LAML	blood	acute_myeloid_leukaemia	13.1	0.966
OCUB-M	BRCA	breast	breast	13.3	0.971
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	13.4	0.926
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	13.7	0.946
JIMT-1	BRCA	breast	breast	13.8	0.945
CHSA8926	UNCLASSIFIED	bone	chondrosarcoma	14	0.911
SU-DHL-4	DLBC	blood	B_cell_lymphoma	14	0.997
NCI-H1651	LUAD	lung	lung_NSCLC_adenocarcinoma	14	0.945
PANC-03-27	PAAD	pancreas	pancreas	14.1	0.964
MPP-89	MESO	lung	mesothelioma	14.2	0.924
A704	KIRC	kidney	kidney	14.4	0.96
NCC021	KIRC	kidney	kidney	14.4	0.937
ESS-1	UNCLASSIFIED	urogenital_system	endometrium	14.5	0.969
MEG-01	LCML	blood	chronic_myeloid_leukaemia	14.5	0.964
OVCAR-8	OV	urogenital_system	ovary	14.7	0.971
HT55	COREAD	digestive_system	large_intestine	14.8	0.956
MC-IXC	NB	nervous_system	neuroblastoma	14.8	0.996
OVMIU	OV	urogenital_system	ovary	14.8	0.931
RCC10RGB	KIRC	kidney	kidney	15	0.871
EW-7	UNCLASSIFIED	bone	ewings_sarcoma	15.1	0.974
MRK-nu-1	BRCA	breast	breast	15.1	0.968
C3A	LIHC	digestive_system	liver	15.2	0.953
LB2518-MEL	SKCM	skin	melanoma	15.3	0.952
K2	SKCM	skin	melanoma	15.4	0.927
ML-2	LAML	blood	acute_myeloid_leukaemia	15.8	0.974
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	16	0.972
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	16	0.899
HCC1954	BRCA	breast	breast	16.1	0.942
MHH-CALL-2	UNCLASSIFIED	blood	B_cell_leukemia	16.4	0.996
CL-34	COREAD	digestive_system	large_intestine	16.5	0.949
A2780	UNCLASSIFIED	urogenital_system	ovary	16.6	0.957
CL-40	COREAD	digestive_system	large_intestine	16.8	0.899
MDA-MB-330	BRCA	breast	breast	17	0.947
UACC-62	SKCM	skin	melanoma	17	0.963
RCC-ER	KIRC	kidney	kidney	17.2	0.949
FTC-133	THCA	thyroid	thyroid	17.2	0.951
IOSE-75-16SV40	UNCLASSIFIED	urogenital_system	ovary	17.3	0.961
GAK	SKCM	skin	melanoma	17.5	0.968
HT	DLBC	blood	B_cell_lymphoma	17.6	0.973
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	17.7	0.936
CESS	LAML	blood	acute_myeloid_leukaemia	17.9	0.981
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	18.2	0.983
OV-90	OV	urogenital_system	ovary	18.2	0.937
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	18.4	0.961
MDA-MB-157	BRCA	breast	breast	18.7	0.963
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	18.8	0.938
CAL-72	UNCLASSIFIED	bone	osteosarcoma	19	0.947
AMO-1	MM	blood	haematopoietic_neoplasm_other	19.2	0.983
MZ7-mel	SKCM	skin	melanoma	19.3	0.963
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	19.4	0.987
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	19.4	0.949
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	20.1	0.98
TE-9	ESCA	aero_digestive_tract	oesophagus	20.2	0.963
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	20.6	0.944
NCI-H2869	MESO	lung	mesothelioma	20.7	0.945
ME-180	CESC	urogenital_system	cervix	20.9	0.964
OCI-M1	LAML	blood	acute_myeloid_leukaemia	21	0.995
NY	UNCLASSIFIED	bone	osteosarcoma	21.4	0.97
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	21.5	0.99
DMS-273	SCLC	lung	lung_small_cell_carcinoma	21.7	0.964
KMS-11	MM	blood	myeloma	21.8	0.986
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	22.1	0.934
Hep3B2-1-7	LIHC	digestive_system	liver	22.1	0.971
CW-2	COREAD	digestive_system	large_intestine	22.1	0.962
ME-1	LAML	blood	acute_myeloid_leukaemia	22.4	0.964
SBC-5	SCLC	lung	lung_small_cell_carcinoma	22.4	0.99
HCC-56	COREAD	digestive_system	large_intestine	22.5	0.968
SW1417	COREAD	digestive_system	large_intestine	22.6	0.955
LK-2	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	22.7	0.976
DMS-114	SCLC	lung	lung_small_cell_carcinoma	22.8	0.957
OAW-42	OV	urogenital_system	ovary	22.8	0.963
NCI-H508	COREAD	digestive_system	large_intestine	23	0.912
A3-KAW	DLBC	blood	B_cell_lymphoma	23.1	0.993
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	23.1	0.976
SW1271	SCLC	lung	lung_small_cell_carcinoma	23.5	0.958
HCC1187	BRCA	breast	breast	23.6	0.977
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	23.6	0.983
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	23.6	0.996
LB373-MEL-D	SKCM	skin	melanoma	23.6	0.973
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	23.8	0.994
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	24.1	0.954
RH-18	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	24.9	0.96
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	25.1	0.968
RT4	BLCA	urogenital_system	bladder	25.2	0.968
SU-DHL-8	DLBC	blood	B_cell_lymphoma	25.4	0.98
SK-MM-2	MM	blood	myeloma	25.4	0.969
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	25.4	0.982
ARH-77	MM	blood	myeloma	25.7	0.978
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	26.2	0.986
LC4-1	ALL	blood	lymphoblastic_leukemia	26.6	0.965
NCI-H1048	SCLC	lung	lung_small_cell_carcinoma	26.6	0.985
42-MG-BA	GBM	nervous_system	glioma	26.7	0.969
HCC38	BRCA	breast	breast	26.7	0.967
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	27	0.993
DU-4475	BRCA	breast	breast	27.2	0.993
MDA-MB-415	BRCA	breast	breast	27.6	0.947
ESO26	ESCA	aero_digestive_tract	oesophagus	27.8	0.981
TE-12	ESCA	aero_digestive_tract	oesophagus	27.9	0.958
OVCA420	OV	urogenital_system	ovary	28.1	0.948
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	28.5	0.953
KM-H2	UNCLASSIFIED	blood	Hodgkin_lymphoma	28.5	0.99
JJN-3	MM	blood	haematopoietic_neoplasm_other	28.6	0.993
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	28.9	0.992
8-MG-BA	GBM	nervous_system	glioma	29	0.982
OE19	ESCA	aero_digestive_tract	oesophagus	29	0.966
IOSE-364(-)	UNCLASSIFIED	urogenital_system	ovary	29.1	0.982
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	29.3	0.964
OPM-2	MM	blood	myeloma	29.9	0.993
GRANTA-519	DLBC	blood	B_cell_lymphoma	30.2	0.986
CAS-1	GBM	nervous_system	glioma	30.8	0.949
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	31	0.989
Saos-2	UNCLASSIFIED	bone	osteosarcoma	31.3	0.945
NCI-N87	STAD	digestive_system	stomach	31.6	0.944
SNU-16	STAD	digestive_system	stomach	31.6	0.988
IMR-5	NB	nervous_system	neuroblastoma	32.2	0.992
MDA-MB-436	BRCA	breast	breast	32.6	0.959
NCI-H835	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	32.7	0.983
NCI-H1105	SCLC	lung	lung_small_cell_carcinoma	32.7	0.993
EJM	MM	blood	lymphoid_neoplasm_other	33.4	0.993
OVKATE	OV	urogenital_system	ovary	33.6	0.929
LP-1	MM	blood	myeloma	33.9	0.993
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	34.1	0.992
SNU-182	LIHC	digestive_system	liver	34.2	0.977
SNU-1	STAD	digestive_system	stomach	34.6	0.978
OVISE	OV	urogenital_system	ovary	34.8	0.956
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	34.9	0.991
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	34.9	0.992
5637	BLCA	urogenital_system	bladder	35.3	0.988
IOSE-523(-)	UNCLASSIFIED	urogenital_system	ovary	35.7	0.988
GI-1	LGG	nervous_system	glioma	35.9	0.984
NB(TU)1-10	NB	nervous_system	neuroblastoma	36	0.991
WM1552C	SKCM	skin	melanoma	37.1	0.981
SF539	LGG	nervous_system	glioma	37.2	0.989
SNU-61	COREAD	digestive_system	large_intestine	37.4	0.959
HCC1937	BRCA	breast	breast	37.6	0.97
DoTc2-4510	CESC	urogenital_system	cervix	37.8	0.986
SLVL	DLBC	blood	B_cell_lymphoma	37.8	0.978
A498	KIRC	kidney	kidney	38.6	0.946
BOKU	UNCLASSIFIED	urogenital_system	cervix	38.6	0.968
KMH-2	THCA	thyroid	thyroid	38.9	0.99
IM-9	MM	blood	myeloma	39.4	0.992
KYAE-1	ESCA	aero_digestive_tract	oesophagus	39.6	0.975
OV-17R	OV	urogenital_system	ovary	39.7	0.955
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	39.8	0.975
HeLa	CESC	urogenital_system	cervix	40	0.986
HT-1376	BLCA	urogenital_system	bladder	40.2	0.97
LS-411N	COREAD	digestive_system	large_intestine	40.2	0.968
SNU-C2B	COREAD	digestive_system	large_intestine	40.2	0.961
MDA-MB-468	BRCA	breast	breast	40.4	0.986
NCI-H522	LUAD	lung	lung_NSCLC_adenocarcinoma	40.5	0.983
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	40.8	0.988
COR-L279	SCLC	lung	lung_small_cell_carcinoma	41	0.991
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	41.9	0.99
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	42.7	0.99
OVCAR-4	OV	urogenital_system	ovary	42.8	0.951
NCI-H1770	UNCLASSIFIED	lung	lung_NSCLC_not_specified	42.9	0.992
SK-MEL-1	SKCM	skin	melanoma	42.9	0.993
MS-1	SCLC	lung	lung_small_cell_carcinoma	43.1	0.991
TK	DLBC	blood	B_cell_lymphoma	43.1	0.99
TGBC11TKB	STAD	digestive_system	stomach	43.4	0.992
GDM-1	LAML	blood	acute_myeloid_leukaemia	43.5	0.987
SW1783	LGG	nervous_system	glioma	44.4	0.991
MS751	CESC	urogenital_system	cervix	44.4	0.99
NCI-H1688	SCLC	lung	lung_small_cell_carcinoma	44.6	0.978
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	44.7	0.992
RC-K8	DLBC	blood	B_cell_lymphoma	44.9	0.993
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	45.4	0.977
PWR-1E	PRAD	urogenital_system	prostate	46.5	0.985
PL4	PAAD	pancreas	pancreas	46.6	0.983
SISO	CESC	urogenital_system	cervix	46.8	0.988
SCH	UNCLASSIFIED	digestive_system	stomach	48.2	0.98
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	48.2	0.971
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	48.7	0.988
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	49.7	0.987
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	49.9	0.993
NCI-H2052	MESO	lung	mesothelioma	50	0.969
OV-7	OV	urogenital_system	ovary	50.8	0.954
C-33-A	CESC	urogenital_system	cervix	51.1	0.986
LN-405	GBM	nervous_system	glioma	51.4	0.971
QGP-1	UNCLASSIFIED	pancreas	pancreas	51.6	0.948
SBC-1	SCLC	lung	lung_small_cell_carcinoma	52.9	0.989
COR-L321	UNCLASSIFIED	lung	lung_other	52.9	0.987
BT-474	BRCA	breast	breast	53	0.98
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	53.2	0.99
C-4-I	CESC	urogenital_system	cervix	53.3	0.982
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	53.5	0.992
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	54.1	0.988
647-V	BLCA	urogenital_system	bladder	55.8	0.987
MDA-MB-453	BRCA	breast	breast	56.7	0.981
HT-3	CESC	urogenital_system	cervix	56.7	0.987
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	57.7	0.986
no-11	LGG	nervous_system	glioma	57.8	0.973
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	59.5	0.988
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	59.7	0.979
LB831-BLC	BLCA	urogenital_system	bladder	59.8	0.987
COLO-684	UCEC	urogenital_system	endometrium	59.9	0.981
SW756	CESC	urogenital_system	cervix	60.7	0.978
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	60.8	0.989
COLO-668	SCLC	lung	lung_small_cell_carcinoma	61.7	0.989
HCC2157	BRCA	breast	breast	61.9	0.986
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	63.3	0.987
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	63.8	0.971
NB7	NB	nervous_system	neuroblastoma	63.8	0.987
NCI-H1781	LUAD	lung	lung_NSCLC_adenocarcinoma	64.3	0.989
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	64.4	0.987
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	64.5	0.985
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	64.7	0.991
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	64.7	0.985
HCC1569	BRCA	breast	breast	66	0.971
M059J	GBM	nervous_system	glioma	66.2	0.985
COLO-824	BRCA	breast	breast	66.9	0.989
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	67.3	0.991
JHH-1	LIHC	digestive_system	liver	67.4	0.985
LS-1034	COREAD	digestive_system	large_intestine	67.7	0.984
HCC1500	BRCA	breast	breast	67.9	0.988
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	68.3	0.986
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	68.4	0.964
OVCA432	UNCLASSIFIED	urogenital_system	ovary	68.7	0.987
HT-1197	BLCA	urogenital_system	bladder	69.2	0.98
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	69.4	0.987
T84	COREAD	digestive_system	large_intestine	69.9	0.989
EFO-21	OV	urogenital_system	ovary	70.8	0.967
OMC-1	CESC	urogenital_system	cervix	71.3	0.988
MOG-G-CCM	LGG	nervous_system	glioma	71.6	0.982
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	72.2	0.99
FU-OV-1	OV	urogenital_system	ovary	72.4	0.974
KP-N-YN	NB	nervous_system	neuroblastoma	73.2	0.985
BT-20	BRCA	breast	breast	74.4	0.979
GCIY	STAD	digestive_system	stomach	74.9	0.984
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	76.7	0.987
NCI-H1993	LUAD	lung	lung_NSCLC_adenocarcinoma	78.6	0.975
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	80.2	0.986
SK-MEL-31	SKCM	skin	melanoma	83	0.979
OACM5-1	ESCA	aero_digestive_tract	oesophagus	83	0.986
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	83	0.984
Calu-3	LUAD	lung	lung_NSCLC_adenocarcinoma	84	0.979
SiHa	CESC	urogenital_system	cervix	84	0.985
D-542MG	GBM	nervous_system	glioma	85.5	0.981
BT-483	BRCA	breast	breast	86.1	0.945
HDQ-P1	BRCA	breast	breast	86.1	0.983
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	86.4	0.988
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	87.1	0.986
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	88.9	0.989
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	89.1	0.932
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	89.7	0.986
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	89.8	0.988
HCC1419	BRCA	breast	breast	92.3	0.973
SW948	COREAD	digestive_system	large_intestine	92.9	0.971
LU-165	SCLC	lung	lung_small_cell_carcinoma	96.3	0.988
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	97.7	0.99
COR-L95	SCLC	lung	lung_small_cell_carcinoma	104	0.987
TE-1	ESCA	aero_digestive_tract	oesophagus	105	0.982
HCC2218	BRCA	breast	breast	106	0.983
MFE-280	UCEC	urogenital_system	endometrium	109	0.983
COR-L88	SCLC	lung	lung_small_cell_carcinoma	111	0.986
DMS-79	SCLC	lung	lung_small_cell_carcinoma	112	0.987
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	115	0.987
NCI-H596	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	117	0.983
