Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
CW-2	COREAD	digestive_system	large_intestine	48.2	0.98
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	49.4	0.982
LS-123	COREAD	digestive_system	large_intestine	51	0.966
NH-12	NB	nervous_system	neuroblastoma	51	0.979
LS-1034	COREAD	digestive_system	large_intestine	52.1	0.98
KINGS-1	LGG	nervous_system	glioma	53.4	0.964
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	54.1	0.99
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	54.2	0.987
GR-ST	ALL	blood	lymphoblastic_leukemia	54.3	0.975
KARPAS-422	DLBC	blood	B_cell_lymphoma	54.9	0.988
NCI-H128	SCLC	lung	lung_small_cell_carcinoma	55.4	0.949
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	55.4	0.984
HA7-RCC	KIRC	kidney	kidney	58	0.982
TE-15	ESCA	aero_digestive_tract	oesophagus	60.2	0.981
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	64.1	0.976
SK-MEL-2	SKCM	skin	melanoma	64.8	0.987
EW-12	UNCLASSIFIED	bone	ewings_sarcoma	67.5	0.946
KALS-1	LGG	nervous_system	glioma	69.3	0.971
NCI-H220	UNCLASSIFIED	lung	lung_small_cell_carcinoma	70.9	0.986
CAS-1	GBM	nervous_system	glioma	71.2	0.971
RXF393	KIRC	kidney	kidney	72.9	0.97
DMS-79	SCLC	lung	lung_small_cell_carcinoma	76.6	0.983
KP-N-YN	NB	nervous_system	neuroblastoma	83.1	0.987
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	94.2	0.983
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	94.8	0.933
A498	KIRC	kidney	kidney	110	0.972
RCC10RGB	KIRC	kidney	kidney	144	0.954
SNB75	GBM	nervous_system	glioma	159	0.979
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	213	0.983
P116	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	279	0.939
