Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
SK-MM-2	MM	blood	myeloma	34.4	0.987
MKL-2	UNCLASSIFIED	skin	Merkel_cell_carcinoma	34.8	0.971
no-11	LGG	nervous_system	glioma	35.3	0.977
NH-12	NB	nervous_system	neuroblastoma	35.6	0.984
LU-165	SCLC	lung	lung_small_cell_carcinoma	35.8	0.984
PL-21	LAML	blood	acute_myeloid_leukaemia	36.3	0.982
ME-1	LAML	blood	acute_myeloid_leukaemia	36.4	0.987
CP67-MEL	SKCM	skin	melanoma	38.5	0.951
LS-1034	COREAD	digestive_system	large_intestine	39.3	0.986
CP66-MEL	SKCM	skin	melanoma	39.3	0.984
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	39.5	0.988
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	39.6	0.985
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	39.8	0.984
Kasumi-3	UNCLASSIFIED	blood	acute_myeloid_leukaemia	39.8	0.978
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	40.3	0.977
MDA-MB-134-VI	UNCLASSIFIED	breast	breast	40.7	0.987
CL-11	COREAD	digestive_system	large_intestine	40.9	0.985
CAS-1	GBM	nervous_system	glioma	41	0.974
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	41	0.987
LS-411N	COREAD	digestive_system	large_intestine	41.9	0.982
COR-L95	SCLC	lung	lung_small_cell_carcinoma	43.6	0.984
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	44.1	0.989
NCI-H2107	UNCLASSIFIED	lung	lung_small_cell_carcinoma	44.3	0.984
CW-2	COREAD	digestive_system	large_intestine	45.3	0.989
LU-139	SCLC	lung	lung_small_cell_carcinoma	46.8	0.98
D-263MG	GBM	nervous_system	glioma	46.8	0.983
DMS-79	SCLC	lung	lung_small_cell_carcinoma	50.4	0.986
SCC-15	HNSC	aero_digestive_tract	head_and_neck	50.9	0.978
D-502MG	LGG	nervous_system	glioma	59.9	0.972
KNS-81-FD	LGG	nervous_system	glioma	64.9	0.981
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	68.3	0.987
A498	KIRC	kidney	kidney	83.4	0.978
NCI-H128	SCLC	lung	lung_small_cell_carcinoma	95.8	0.975
EW-12	UNCLASSIFIED	bone	ewings_sarcoma	100	0.97
P116	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	265	0.952
