Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
CW-2	COREAD	digestive_system	large_intestine	43.2	0.988
TK10	KIRC	kidney	kidney	43.6	0.982
NCI-H747	COREAD	digestive_system	large_intestine	43.7	0.982
C2BBe1	COREAD	digestive_system	large_intestine	43.7	0.985
ES6	UNCLASSIFIED	bone	ewings_sarcoma	44.5	0.981
SH-4	SKCM	skin	melanoma	44.5	0.966
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	44.7	0.988
COR-L95	SCLC	lung	lung_small_cell_carcinoma	44.7	0.985
CL-11	COREAD	digestive_system	large_intestine	44.7	0.986
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	45.5	0.981
LC-1F	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	45.7	0.979
LU-165	SCLC	lung	lung_small_cell_carcinoma	45.8	0.987
D-263MG	GBM	nervous_system	glioma	46.4	0.983
LU-139	SCLC	lung	lung_small_cell_carcinoma	46.4	0.98
SNU-C2B	COREAD	digestive_system	large_intestine	48.1	0.979
EHEB	CLL	blood	lymphoid_neoplasm_other	50.1	0.973
NCI-H748	SCLC	lung	lung_small_cell_carcinoma	50.6	0.982
NCI-H2107	UNCLASSIFIED	lung	lung_small_cell_carcinoma	51.1	0.986
LAN-6	NB	nervous_system	neuroblastoma	51.2	0.985
OVCAR-4	OV	urogenital_system	ovary	51.5	0.972
RXF393	KIRC	kidney	kidney	52.2	0.977
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	53.1	0.981
SNU-C1	COREAD	digestive_system	large_intestine	54.5	0.973
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	57.7	0.976
SNB75	GBM	nervous_system	glioma	58.4	0.975
D-502MG	LGG	nervous_system	glioma	60.5	0.972
KNS-81-FD	LGG	nervous_system	glioma	60.6	0.98
OS-RC-2	KIRC	kidney	kidney	60.6	0.976
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	61.2	0.984
LS-123	COREAD	digestive_system	large_intestine	61.9	0.982
KLE	UCEC	urogenital_system	endometrium	65.8	0.973
P116	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	123	0.936
EW-12	UNCLASSIFIED	bone	ewings_sarcoma	130	0.974
RCC10RGB	KIRC	kidney	kidney	178	0.971
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	231	0.968
