Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
EW-16	UNCLASSIFIED	bone	ewings_sarcoma	53.5	0.981
Hs-939-T	SKCM	skin	melanoma	53.5	0.977
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	53.7	0.987
MC-1010	UNCLASSIFIED	blood	acute_myeloid_leukaemia	53.7	0.976
WM35	SKCM	skin	melanoma	53.8	0.983
RXF393	KIRC	kidney	kidney	53.8	0.958
NCI-H1993	LUAD	lung	lung_NSCLC_adenocarcinoma	54	0.962
UM-UC-3	BLCA	urogenital_system	bladder	54.2	0.989
HCC-827	LUAD	lung	lung_NSCLC_adenocarcinoma	54.2	0.974
NB14	NB	nervous_system	neuroblastoma	54.3	0.988
GDM-1	LAML	blood	acute_myeloid_leukaemia	54.5	0.987
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	54.6	0.968
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	54.6	0.992
GRANTA-519	DLBC	blood	B_cell_lymphoma	54.8	0.991
KYSE-50	ESCA	aero_digestive_tract	oesophagus	54.9	0.99
HCC1395	BRCA	breast	breast	54.9	0.97
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	55	0.978
THP-1	LAML	blood	acute_myeloid_leukaemia	55	0.991
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	55.1	0.989
RPMI-7951	SKCM	skin	melanoma	55.1	0.986
DoTc2-4510	CESC	urogenital_system	cervix	55.2	0.988
IPC-298	SKCM	skin	melanoma	55.3	0.986
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	55.3	0.978
SK-MEL-1	SKCM	skin	melanoma	55.4	0.993
REH	UNCLASSIFIED	blood	B_cell_leukemia	55.5	0.987
SHP-77	SCLC	lung	lung_small_cell_carcinoma	55.6	0.991
647-V	BLCA	urogenital_system	bladder	55.6	0.984
NCI-N87	STAD	digestive_system	stomach	55.7	0.955
HT	DLBC	blood	B_cell_lymphoma	55.8	0.99
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	55.8	0.986
SK-HEP-1	LIHC	digestive_system	liver	55.8	0.989
JHU-022	HNSC	aero_digestive_tract	head_and_neck	55.9	0.967
RKN	UNCLASSIFIED	urogenital_system	ovary	55.9	0.981
SW1783	LGG	nervous_system	glioma	55.9	0.991
GI-1	LGG	nervous_system	glioma	55.9	0.987
HCC1500	BRCA	breast	breast	55.9	0.982
RL	DLBC	blood	B_cell_lymphoma	56.1	0.99
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	56.1	0.991
A431	UNCLASSIFIED	skin	skin_other	56.2	0.988
JHH-4	LIHC	digestive_system	liver	56.2	0.985
PANC-02-03	PAAD	pancreas	pancreas	56.4	0.971
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	56.6	0.982
HC-1	UNCLASSIFIED	blood	hairy_cell_leukaemia	56.6	0.987
KATOIII	STAD	digestive_system	stomach	56.7	0.99
MCC13	UNCLASSIFIED	skin	Merkel_cell_carcinoma	56.7	0.992
YKG-1	GBM	nervous_system	glioma	56.8	0.984
TT2609-C02	THCA	thyroid	thyroid	56.8	0.98
RCC-MF	KIRC	kidney	kidney	56.9	0.966
ES7	UNCLASSIFIED	bone	ewings_sarcoma	56.9	0.983
451Lu	SKCM	skin	melanoma	57	0.987
KP-1N	PAAD	pancreas	pancreas	57.1	0.982
MS751	CESC	urogenital_system	cervix	57.1	0.99
HuO9	UNCLASSIFIED	bone	osteosarcoma	57.4	0.978
KYAE-1	ESCA	aero_digestive_tract	oesophagus	57.5	0.978
NCI-H1651	LUAD	lung	lung_NSCLC_adenocarcinoma	57.8	0.98
KNS-62	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	58	0.956
DJM-1	UNCLASSIFIED	skin	skin_other	58.1	0.986
MOG-G-CCM	LGG	nervous_system	glioma	58.1	0.974
Sarc9371	UNCLASSIFIED	bone	bone_other	58.1	0.948
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	58.2	0.985
LK-2	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	58.3	0.989
KP-2	PAAD	pancreas	pancreas	58.5	0.98
SISO	CESC	urogenital_system	cervix	58.5	0.988
DSH1	BLCA	urogenital_system	bladder	58.6	0.988
OV-56	OV	urogenital_system	ovary	58.8	0.988
SNU-407	COREAD	digestive_system	large_intestine	58.9	0.974
G-361	SKCM	skin	melanoma	58.9	0.988
LB2241-RCC	KIRC	kidney	kidney	59.3	0.978
ESO26	ESCA	aero_digestive_tract	oesophagus	59.5	0.989
EW-22	UNCLASSIFIED	bone	ewings_sarcoma	59.5	0.988
KS-1	GBM	nervous_system	glioma	59.7	0.97
MDA-MB-468	BRCA	breast	breast	60.4	0.988
GAK	SKCM	skin	melanoma	60.5	0.989
KU-19-19	BLCA	urogenital_system	bladder	60.5	0.986
LS-513	COREAD	digestive_system	large_intestine	60.6	0.983
Calu-3	LUAD	lung	lung_NSCLC_adenocarcinoma	60.7	0.969
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	60.9	0.989
KON	HNSC	aero_digestive_tract	head_and_neck	61.1	0.987
D-423MG	GBM	nervous_system	glioma	61.4	0.972
LoVo	COREAD	digestive_system	large_intestine	61.5	0.985
SK-MG-1	GBM	nervous_system	glioma	61.5	0.985
OE33	ESCA	aero_digestive_tract	oesophagus	61.6	0.974
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	61.7	0.983
SW954	UNCLASSIFIED	urogenital_system	urogenital_system_other	61.9	0.985
CAL-29	BLCA	urogenital_system	bladder	62.1	0.981
HT-115	COREAD	digestive_system	large_intestine	62.1	0.991
EMC-BAC-2	LUAD	lung	lung_NSCLC_adenocarcinoma	62.2	0.974
Detroit562	HNSC	aero_digestive_tract	head_and_neck	62.2	0.989
NCI-H1437	LUAD	lung	lung_NSCLC_adenocarcinoma	62.4	0.984
ESO51	ESCA	aero_digestive_tract	oesophagus	62.7	0.961
HA7-RCC	KIRC	kidney	kidney	62.7	0.98
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	62.9	0.973
FADU	HNSC	aero_digestive_tract	head_and_neck	63	0.988
COR-L23	UNCLASSIFIED	lung	lung_NSCLC_large_cell	63	0.988
ACN	UNCLASSIFIED	nervous_system	neuroblastoma	63.2	0.987
Hep3B2-1-7	LIHC	digestive_system	liver	63.3	0.987
SLVL	DLBC	blood	B_cell_lymphoma	63.4	0.983
SK-N-DZ	NB	nervous_system	neuroblastoma	63.4	0.987
SK-N-FI	NB	nervous_system	neuroblastoma	63.4	0.987
HuP-T3	PAAD	pancreas	pancreas	63.5	0.972
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	63.5	0.976
HCC2998	COREAD	digestive_system	large_intestine	63.7	0.988
COLO-684	UCEC	urogenital_system	endometrium	63.7	0.979
SF295	GBM	nervous_system	glioma	64	0.982
NCI-H835	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	64.1	0.989
CAPAN-1	PAAD	pancreas	pancreas	64.1	0.979
LN-229	GBM	nervous_system	glioma	64.1	0.987
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	64.2	0.99
NCI-H1734	LUAD	lung	lung_NSCLC_adenocarcinoma	64.5	0.981
HMV-II	SKCM	skin	melanoma	64.5	0.973
HCC1419	BRCA	breast	breast	64.6	0.96
HuH-7	LIHC	digestive_system	liver	64.7	0.987
CP50-MEL-B	SKCM	skin	melanoma	65.4	0.987
D-392MG	GBM	nervous_system	glioma	65.4	0.964
LS-180	COREAD	digestive_system	large_intestine	65.8	0.978
MEL-HO	SKCM	skin	melanoma	65.9	0.986
YH-13	GBM	nervous_system	glioma	65.9	0.983
ES4	UNCLASSIFIED	bone	ewings_sarcoma	65.9	0.978
TE-4	ESCA	aero_digestive_tract	oesophagus	65.9	0.987
SBC-1	SCLC	lung	lung_small_cell_carcinoma	65.9	0.989
CCK-81	COREAD	digestive_system	large_intestine	66.1	0.99
CL-34	COREAD	digestive_system	large_intestine	66.1	0.98
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	66.4	0.984
KYSE-220	ESCA	aero_digestive_tract	oesophagus	66.5	0.983
JHH-6	LIHC	digestive_system	liver	66.7	0.986
VAL	DLBC	blood	B_cell_lymphoma	66.7	0.987
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	66.8	0.992
HSC-4	HNSC	aero_digestive_tract	head_and_neck	66.9	0.967
DiFi	COREAD	digestive_system	large_intestine	67	0.984
KARPAS-422	DLBC	blood	B_cell_lymphoma	67.1	0.988
PANC-08-13	PAAD	pancreas	pancreas	67.1	0.97
RL95-2	UNCLASSIFIED	urogenital_system	endometrium	67.2	0.988
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	67.3	0.987
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	67.9	0.989
EFO-27	UNCLASSIFIED	urogenital_system	ovary	68.1	0.973
LNZTA3WT4	GBM	nervous_system	glioma	68.3	0.989
TE-5	ESCA	aero_digestive_tract	oesophagus	68.4	0.978
NCI-H2369	MESO	lung	mesothelioma	68.5	0.985
NCI-H2286	UNCLASSIFIED	lung	lung_small_cell_carcinoma	68.5	0.986
BICR10	HNSC	aero_digestive_tract	head_and_neck	68.8	0.978
RCC-JW	KIRC	kidney	kidney	68.8	0.986
SW1710	BLCA	urogenital_system	bladder	68.8	0.986
S-117	UNCLASSIFIED	thyroid	thyroid	68.8	0.967
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	69	0.987
NCI-H1648	LUAD	lung	lung_NSCLC_adenocarcinoma	69.4	0.984
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	69.4	0.987
HT-29	COREAD	digestive_system	large_intestine	69.6	0.988
DOK	HNSC	aero_digestive_tract	head_and_neck	69.6	0.957
C2BBe1	COREAD	digestive_system	large_intestine	69.9	0.979
BT-20	BRCA	breast	breast	69.9	0.973
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	69.9	0.988
HOP-92	UNCLASSIFIED	lung	lung_NSCLC_large_cell	69.9	0.978
SF268	GBM	nervous_system	glioma	70	0.983
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	70.3	0.988
GMS-10	GBM	nervous_system	glioma	70.3	0.988
ACHN	KIRC	kidney	kidney	70.4	0.98
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	70.5	0.978
NCI-H292	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	70.5	0.975
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	70.6	0.986
23132-87	STAD	digestive_system	stomach	70.7	0.986
SF126	GBM	nervous_system	glioma	71	0.985
RPMI-6666	UNCLASSIFIED	blood	Hodgkin_lymphoma	71.2	0.976
OVCAR-5	OV	urogenital_system	ovary	71.5	0.976
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	71.7	0.978
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	71.7	0.972
D-247MG	GBM	nervous_system	glioma	71.8	0.966
SW780	BLCA	urogenital_system	bladder	71.9	0.983
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	72	0.983
SW403	UNCLASSIFIED	digestive_system	large_intestine	72.1	0.972
HT-3	CESC	urogenital_system	cervix	72.4	0.987
SCaBER	UNCLASSIFIED	urogenital_system	bladder	72.4	0.979
NCI-H2595	MESO	lung	mesothelioma	72.8	0.965
HuP-T4	PAAD	pancreas	pancreas	72.9	0.985
WM1552C	SKCM	skin	melanoma	72.9	0.988
EHEB	CLL	blood	lymphoid_neoplasm_other	73	0.962
MY-M12	ALL	blood	leukemia	73	0.981
U-266	MM	blood	myeloma	73.1	0.968
RT4	BLCA	urogenital_system	bladder	73.2	0.985
NCI-H2869	MESO	lung	mesothelioma	73.2	0.974
A4-Fuk	DLBC	blood	B_cell_lymphoma	73.3	0.986
SNU-1	STAD	digestive_system	stomach	73.3	0.986
K2	SKCM	skin	melanoma	73.5	0.971
ME-1	LAML	blood	acute_myeloid_leukaemia	73.5	0.984
MFM-223	BRCA	breast	breast	73.5	0.989
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	73.6	0.989
WM793B	SKCM	skin	melanoma	73.7	0.982
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	73.8	0.989
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	73.8	0.987
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	73.9	0.981
SNU-423	LIHC	digestive_system	liver	74.1	0.979
RMG-I	UNCLASSIFIED	urogenital_system	ovary	74.1	0.979
SUP-B8	UNCLASSIFIED	blood	B_cell_leukemia	74.2	0.989
NH-12	NB	nervous_system	neuroblastoma	74.2	0.981
NCI-H2731	MESO	lung	mesothelioma	74.3	0.98
ASH-3	THCA	thyroid	thyroid	74.4	0.988
MKN28	STAD	digestive_system	stomach	74.8	0.987
MKN45	STAD	digestive_system	stomach	75	0.974
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	75.1	0.985
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	75.3	0.984
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	75.5	0.989
DMS-273	SCLC	lung	lung_small_cell_carcinoma	75.7	0.986
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	76	0.987
SK-MEL-30	SKCM	skin	melanoma	76.1	0.985
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	76.4	0.987
COLO-783	SKCM	skin	melanoma	77.1	0.99
Becker	GBM	nervous_system	glioma	77.4	0.982
MCF7	BRCA	breast	breast	77.4	0.987
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	77.8	0.989
SK-MEL-3	SKCM	skin	melanoma	78	0.98
SNU-182	LIHC	digestive_system	liver	78.2	0.986
HCC-56	COREAD	digestive_system	large_intestine	78.2	0.987
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	78.4	0.972
CCF-STTG1	GBM	nervous_system	glioma	78.5	0.988
HCT-15	COREAD	digestive_system	large_intestine	78.5	0.985
NCI-H838	LUAD	lung	lung_NSCLC_adenocarcinoma	79.4	0.987
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	79.5	0.987
TMK-1	STAD	digestive_system	stomach	79.5	0.986
CHP-126	NB	nervous_system	neuroblastoma	79.5	0.988
SK-MEL-24	SKCM	skin	melanoma	79.8	0.977
PL4	PAAD	pancreas	pancreas	79.9	0.987
OAW-42	OV	urogenital_system	ovary	79.9	0.985
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	79.9	0.986
RCC-FG2	KIRC	kidney	kidney	80.1	0.974
OVCAR-4	OV	urogenital_system	ovary	80.2	0.962
GI-ME-N	NB	nervous_system	neuroblastoma	80.2	0.969
TE-8	ESCA	aero_digestive_tract	oesophagus	80.3	0.985
NCI-H1781	LUAD	lung	lung_NSCLC_adenocarcinoma	80.4	0.989
VMRC-RCZ	KIRC	kidney	kidney	80.5	0.98
G-401	UNCLASSIFIED	kidney	kidney	80.8	0.984
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	80.8	0.991
A388	UNCLASSIFIED	skin	skin_other	81	0.981
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	81.1	0.988
PEO1	OV	urogenital_system	ovary	81.3	0.987
LB373-MEL-D	SKCM	skin	melanoma	81.3	0.99
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	81.3	0.985
U-118-MG	GBM	nervous_system	glioma	81.4	0.981
NCI-H358	LUAD	lung	lung_NSCLC_adenocarcinoma	81.5	0.983
VCaP	PRAD	urogenital_system	prostate	81.5	0.987
BxPC-3	PAAD	pancreas	pancreas	81.7	0.983
TE-9	ESCA	aero_digestive_tract	oesophagus	81.9	0.987
EM-2	LCML	blood	chronic_myeloid_leukaemia	82	0.983
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	82.6	0.984
COLO-680N	ESCA	aero_digestive_tract	oesophagus	82.8	0.98
G-402	UNCLASSIFIED	soft_tissue	soft_tissue_other	83.3	0.972
M14	SKCM	skin	melanoma	83.6	0.987
OACp4C	ESCA	aero_digestive_tract	oesophagus	83.6	0.979
COLO-824	BRCA	breast	breast	83.6	0.989
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	83.7	0.986
CS1	UNCLASSIFIED	bone	bone_other	84.2	0.983
EPLC-272H	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	84.2	0.983
KM12	COREAD	digestive_system	large_intestine	84.2	0.985
LB1047-RCC	KIRC	kidney	kidney	84.3	0.983
JHH-2	LIHC	digestive_system	liver	84.3	0.986
NB1	NB	nervous_system	neuroblastoma	84.5	0.984
GR-ST	ALL	blood	lymphoblastic_leukemia	84.6	0.979
no-11	LGG	nervous_system	glioma	84.7	0.976
NB17	NB	nervous_system	neuroblastoma	84.7	0.982
LB2518-MEL	SKCM	skin	melanoma	84.8	0.987
CL-11	COREAD	digestive_system	large_intestine	84.9	0.983
NCI-H508	COREAD	digestive_system	large_intestine	85.1	0.951
NCI-H226	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	85.6	0.987
OVCA432	UNCLASSIFIED	urogenital_system	ovary	85.8	0.987
SCH	UNCLASSIFIED	digestive_system	stomach	85.8	0.986
M059J	GBM	nervous_system	glioma	86.2	0.985
HCC2157	BRCA	breast	breast	86.3	0.987
SK-MM-2	MM	blood	myeloma	86.5	0.988
NCC021	KIRC	kidney	kidney	86.6	0.981
LC4-1	ALL	blood	lymphoblastic_leukemia	86.7	0.984
NCC010	KIRC	kidney	kidney	86.7	0.986
A498	KIRC	kidney	kidney	86.7	0.962
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	87.2	0.984
T84	COREAD	digestive_system	large_intestine	87.4	0.989
CPC-N	SCLC	lung	lung_small_cell_carcinoma	87.7	0.986
SCC-25	HNSC	aero_digestive_tract	head_and_neck	87.9	0.983
NOS-1	UNCLASSIFIED	bone	osteosarcoma	88	0.979
KMRC-20	KIRC	kidney	kidney	88.1	0.989
AU565	BRCA	breast	breast	88.6	0.984
LS-123	COREAD	digestive_system	large_intestine	88.7	0.973
HCC38	BRCA	breast	breast	88.7	0.986
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	88.9	0.987
CAL-85-1	BRCA	breast	breast	89	0.976
OMC-1	CESC	urogenital_system	cervix	89.1	0.988
SNU-C5	COREAD	digestive_system	large_intestine	89.6	0.985
KP-N-YN	NB	nervous_system	neuroblastoma	89.8	0.985
SNU-387	LIHC	digestive_system	liver	90.5	0.983
GCIY	STAD	digestive_system	stomach	90.7	0.984
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	90.9	0.986
NCI-H661	UNCLASSIFIED	lung	lung_NSCLC_large_cell	91	0.98
C-4-I	CESC	urogenital_system	cervix	91.3	0.986
C3A	LIHC	digestive_system	liver	92.2	0.988
HT55	COREAD	digestive_system	large_intestine	92.3	0.99
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	92.4	0.986
OVCA433	OV	urogenital_system	ovary	92.5	0.985
GOTO	NB	nervous_system	neuroblastoma	92.5	0.984
KYSE-140	ESCA	aero_digestive_tract	oesophagus	92.9	0.984
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	93	0.986
Hs-578-T	BRCA	breast	breast	93.1	0.987
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	93.2	0.981
COLO-679	SKCM	skin	melanoma	93.3	0.985
LN-405	GBM	nervous_system	glioma	93.3	0.978
RO82-W-1	THCA	thyroid	thyroid	93.7	0.976
WM278	SKCM	skin	melanoma	93.8	0.984
TT	THCA	thyroid	thyroid	93.9	0.97
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	94.1	0.984
TK10	KIRC	kidney	kidney	94.3	0.98
IST-MEL1	SKCM	skin	melanoma	94.6	0.981
SNU-449	LIHC	digestive_system	liver	95.2	0.986
PL-21	LAML	blood	acute_myeloid_leukaemia	96	0.983
D-263MG	GBM	nervous_system	glioma	96	0.98
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	96.4	0.983
MG-63	UNCLASSIFIED	bone	osteosarcoma	96.9	0.983
QGP-1	UNCLASSIFIED	pancreas	pancreas	97	0.959
KGN	UNCLASSIFIED	urogenital_system	ovary	97.2	0.981
SK-N-AS	NB	nervous_system	neuroblastoma	97.3	0.983
TE-15	ESCA	aero_digestive_tract	oesophagus	97.5	0.985
RH-18	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	97.5	0.984
OACM5-1	ESCA	aero_digestive_tract	oesophagus	97.5	0.985
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	98.1	0.985
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	98.3	0.986
MDA-MB-453	BRCA	breast	breast	98.3	0.986
CAL-72	UNCLASSIFIED	bone	osteosarcoma	99.1	0.982
KNS-42	LGG	nervous_system	glioma	99.2	0.982
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	99.4	0.987
KNS-81-FD	LGG	nervous_system	glioma	99.6	0.974
RF-48	STAD	digestive_system	stomach	99.6	0.986
LAN-6	NB	nervous_system	neuroblastoma	99.6	0.982
TE-12	ESCA	aero_digestive_tract	oesophagus	99.7	0.981
LU-165	SCLC	lung	lung_small_cell_carcinoma	99.7	0.985
NCI-H747	COREAD	digestive_system	large_intestine	100	0.981
DOV13	OV	urogenital_system	ovary	100	0.984
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	101	0.984
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	101	0.986
PA-TU-8902	PAAD	pancreas	pancreas	101	0.983
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	101	0.984
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	101	0.985
G-292-Clone-A141B1	UNCLASSIFIED	bone	osteosarcoma	102	0.961
DMS-53	SCLC	lung	lung_small_cell_carcinoma	102	0.988
HCC1954	BRCA	breast	breast	102	0.984
U-87-MG	GBM	nervous_system	glioma	102	0.983
NCI-H1688	SCLC	lung	lung_small_cell_carcinoma	102	0.987
HCC1428	BRCA	breast	breast	103	0.987
no-10	LGG	nervous_system	glioma	103	0.98
YAPC	PAAD	pancreas	pancreas	103	0.98
SIMA	NB	nervous_system	neuroblastoma	103	0.985
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	104	0.981
SU8686	PAAD	pancreas	pancreas	104	0.986
SW1271	SCLC	lung	lung_small_cell_carcinoma	104	0.985
BT-474	BRCA	breast	breast	105	0.986
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	106	0.984
huH-1	LIHC	digestive_system	liver	106	0.98
RCC-ER	KIRC	kidney	kidney	106	0.986
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	106	0.982
UACC-257	SKCM	skin	melanoma	107	0.981
CP66-MEL	SKCM	skin	melanoma	107	0.986
OCUM-1	STAD	digestive_system	stomach	107	0.987
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	108	0.988
201T	LUAD	lung	lung_NSCLC_adenocarcinoma	108	0.98
MZ1-PC	PAAD	pancreas	pancreas	109	0.981
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	109	0.986
COR-L88	SCLC	lung	lung_small_cell_carcinoma	110	0.984
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	110	0.977
DMS-114	SCLC	lung	lung_small_cell_carcinoma	110	0.985
OVMIU	OV	urogenital_system	ovary	110	0.981
CW-2	COREAD	digestive_system	large_intestine	111	0.988
SW626	OV	urogenital_system	ovary	111	0.984
KINGS-1	LGG	nervous_system	glioma	112	0.975
CaR-1	COREAD	digestive_system	large_intestine	112	0.968
NB12	NB	nervous_system	neuroblastoma	113	0.977
MDA-MB-175-VII	BRCA	breast	breast	114	0.988
HT-1376	BLCA	urogenital_system	bladder	114	0.984
H3255	LUAD	lung	lung_NSCLC_adenocarcinoma	114	0.984
ES6	UNCLASSIFIED	bone	ewings_sarcoma	115	0.982
KP-3	UNCLASSIFIED	pancreas	pancreas	115	0.984
SW1573	LUAD	lung	lung_NSCLC_adenocarcinoma	115	0.977
MDA-MB-330	BRCA	breast	breast	116	0.986
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	116	0.983
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	117	0.984
SW756	CESC	urogenital_system	cervix	117	0.984
SK-OV-3	OV	urogenital_system	ovary	117	0.981
BOKU	UNCLASSIFIED	urogenital_system	cervix	118	0.984
NB6	NB	nervous_system	neuroblastoma	119	0.982
RCC-AB	KIRC	kidney	kidney	119	0.979
HT-1197	BLCA	urogenital_system	bladder	119	0.984
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	119	0.983
NCI-H2722	MESO	lung	mesothelioma	120	0.984
NCI-H2452	MESO	lung	mesothelioma	120	0.984
NCI-H2461	MESO	lung	mesothelioma	120	0.982
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	121	0.98
Hs-746T	STAD	digestive_system	stomach	121	0.978
Mewo	SKCM	skin	melanoma	121	0.984
22RV1	PRAD	urogenital_system	prostate	122	0.982
COLO-678	COREAD	digestive_system	large_intestine	122	0.98
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	123	0.99
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	124	0.986
HDQ-P1	BRCA	breast	breast	124	0.985
HCC2218	BRCA	breast	breast	125	0.982
SCC-9	HNSC	aero_digestive_tract	head_and_neck	126	0.981
CAL-120	BRCA	breast	breast	127	0.981
FU-OV-1	OV	urogenital_system	ovary	127	0.98
RCM-1	COREAD	digestive_system	large_intestine	127	0.984
D-336MG	LGG	nervous_system	glioma	128	0.981
SiHa	CESC	urogenital_system	cervix	128	0.987
OV-17R	OV	urogenital_system	ovary	128	0.976
TE-6	ESCA	aero_digestive_tract	oesophagus	129	0.986
TE-1	ESCA	aero_digestive_tract	oesophagus	130	0.982
COR-L95	SCLC	lung	lung_small_cell_carcinoma	132	0.987
SNU-C2B	COREAD	digestive_system	large_intestine	132	0.98
SW1417	COREAD	digestive_system	large_intestine	132	0.987
NCI-H2052	MESO	lung	mesothelioma	133	0.982
MPP-89	MESO	lung	mesothelioma	133	0.981
HCC202	BRCA	breast	breast	133	0.976
NCI-H2373	MESO	lung	mesothelioma	135	0.983
CAPAN-2	PAAD	pancreas	pancreas	135	0.985
D-542MG	GBM	nervous_system	glioma	135	0.984
MFE-280	UCEC	urogenital_system	endometrium	136	0.983
HUH-6-clone5	UNCLASSIFIED	digestive_system	liver	139	0.978
CL-40	COREAD	digestive_system	large_intestine	139	0.963
HuO-3N1	UNCLASSIFIED	bone	osteosarcoma	140	0.981
HCC1569	BRCA	breast	breast	140	0.98
MKN7	STAD	digestive_system	stomach	141	0.979
MDA-MB-436	BRCA	breast	breast	142	0.984
CTB-1	DLBC	blood	B_cell_lymphoma	143	0.979
DMS-79	SCLC	lung	lung_small_cell_carcinoma	143	0.987
EN	UCEC	urogenital_system	endometrium	145	0.984
UACC-893	BRCA	breast	breast	146	0.981
NCI-H596	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	146	0.983
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	147	0.987
BT-549	BRCA	breast	breast	150	0.979
8305C	THCA	thyroid	thyroid	150	0.982
D-502MG	LGG	nervous_system	glioma	150	0.972
PC-3_[JPC-3]	LUAD	lung	lung_NSCLC_adenocarcinoma	150	0.982
SH-4	SKCM	skin	melanoma	150	0.971
RVH-421	SKCM	skin	melanoma	153	0.98
