Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
KG-1	LAML	blood	acute_myeloid_leukaemia	28.3	0.982
JHU-028	UNCLASSIFIED	aero_digestive_tract	head_and_neck	28.4	0.971
SIMA	NB	nervous_system	neuroblastoma	28.4	0.958
786-0	KIRC	kidney	kidney	28.4	0.979
CaR-1	COREAD	digestive_system	large_intestine	28.4	0.927
IM-95	STAD	digestive_system	stomach	28.4	0.964
LNZTA3WT4	GBM	nervous_system	glioma	28.5	0.973
TUR	DLBC	blood	B_cell_lymphoma	28.5	0.979
HCC-44	LUAD	lung	lung_NSCLC_adenocarcinoma	28.6	0.974
DBTRG-05MG	GBM	nervous_system	glioma	28.8	0.955
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	28.9	0.968
IPC-298	SKCM	skin	melanoma	29	0.973
SJSA-1	UNCLASSIFIED	bone	bone_other	29.1	0.959
HCE-4	ESCA	aero_digestive_tract	oesophagus	29.1	0.986
OV-56	OV	urogenital_system	ovary	29.1	0.975
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	29.3	0.958
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	29.3	0.974
DND-41	ALL	blood	T_cell_leukemia	29.5	0.984
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	29.5	0.977
WIL2-NS	UNCLASSIFIED	blood	lymphoid_neoplasm_other	29.6	0.991
CAL-27	HNSC	aero_digestive_tract	head_and_neck	29.7	0.97
NB4	LAML	blood	acute_myeloid_leukaemia	29.8	0.991
Set2	UNCLASSIFIED	-	-	29.9	0.993
NCI-H2110	UNCLASSIFIED	lung	lung_NSCLC_not_specified	29.9	0.97
IMR-5	NB	nervous_system	neuroblastoma	30	0.988
MKN1	UNCLASSIFIED	digestive_system	stomach	30.3	0.968
Ramos-2G6-4C10	UNCLASSIFIED	blood	Burkitt_lymphoma	30.7	0.988
451Lu	SKCM	skin	melanoma	31.1	0.977
COLO-205	COREAD	digestive_system	large_intestine	31.2	0.975
NOMO-1	LAML	blood	acute_myeloid_leukaemia	31.2	0.961
HCC1937	BRCA	breast	breast	31.4	0.959
SAS	HNSC	aero_digestive_tract	head_and_neck	31.4	0.963
Farage	DLBC	blood	B_cell_lymphoma	31.5	0.991
NCI-H2818	MESO	lung	mesothelioma	31.6	0.971
HOP-92	UNCLASSIFIED	lung	lung_NSCLC_large_cell	31.8	0.96
BB65-RCC	KIRC	kidney	kidney	31.8	0.96
RH-41	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	31.9	0.99
CL-11	COREAD	digestive_system	large_intestine	32	0.962
NCI-H2029	SCLC	lung	lung_small_cell_carcinoma	32.1	0.983
KARPAS-299	UNCLASSIFIED	blood	anaplastic_large_cell_lymphoma	32.3	0.99
NCI-H716	COREAD	digestive_system	large_intestine	32.4	0.952
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	32.4	0.986
NCI-H2087	LUAD	lung	lung_NSCLC_adenocarcinoma	32.5	0.967
RCM-1	COREAD	digestive_system	large_intestine	32.6	0.955
JEKO-1	DLBC	blood	B_cell_lymphoma	32.6	0.979
ML-1	THCA	thyroid	thyroid	32.7	0.96
RPMI-7951	SKCM	skin	melanoma	32.9	0.977
MHH-PREB-1	UNCLASSIFIED	blood	B_cell_leukemia	33.2	0.985
MKN45	STAD	digestive_system	stomach	33.3	0.953
PANC-02-03	PAAD	pancreas	pancreas	33.4	0.958
KMS-12-BM	MM	blood	myeloma	33.6	0.991
RPMI-8226	MM	blood	myeloma	33.6	0.988
MZ2-MEL	SKCM	skin	melanoma	33.6	0.96
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	33.8	0.993
PANC-10-05	PAAD	pancreas	pancreas	33.8	0.952
KMOE-2	LAML	blood	acute_myeloid_leukaemia	33.9	0.986
CAS-1	GBM	nervous_system	glioma	33.9	0.945
KYSE-180	ESCA	aero_digestive_tract	oesophagus	34.1	0.98
SHP-77	SCLC	lung	lung_small_cell_carcinoma	34.4	0.985
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	34.4	0.943
NCI-H2461	MESO	lung	mesothelioma	34.7	0.954
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	34.7	0.991
Sci-1	UNCLASSIFIED	blood	B_cell_lymphoma	34.8	0.991
PANC-08-13	PAAD	pancreas	pancreas	34.9	0.953
D-392MG	GBM	nervous_system	glioma	35.2	0.947
CAL-120	BRCA	breast	breast	35.2	0.953
RPMI-8402	ALL	blood	lymphoblastic_T_cell_leukaemia	35.4	0.991
NCI-H2170	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	35.4	0.972
YH-13	GBM	nervous_system	glioma	35.4	0.971
CAL-12T	UNCLASSIFIED	lung	lung_NSCLC_not_specified	35.4	0.966
HuH-7	LIHC	digestive_system	liver	35.5	0.977
RVH-421	SKCM	skin	melanoma	35.5	0.946
BICR78	HNSC	aero_digestive_tract	head_and_neck	35.5	0.963
KMS-11	MM	blood	myeloma	35.7	0.99
PWR-1E	PRAD	urogenital_system	prostate	35.7	0.976
JJN-3	MM	blood	haematopoietic_neoplasm_other	35.7	0.993
NCI-H929	MM	blood	myeloma	35.8	0.99
NAMALWA	UNCLASSIFIED	blood	Burkitt_lymphoma	35.9	0.991
KY821	LAML	blood	leukemia	36	0.988
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	36.2	0.992
LN-18	GBM	nervous_system	glioma	36.3	0.994
CESS	LAML	blood	acute_myeloid_leukaemia	36.3	0.99
TGBC11TKB	STAD	digestive_system	stomach	36.4	0.988
COLO-684	UCEC	urogenital_system	endometrium	36.5	0.966
HEL	LAML	blood	acute_myeloid_leukaemia	36.6	0.992
EPLC-272H	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	36.6	0.966
HSC-3	HNSC	aero_digestive_tract	head_and_neck	36.7	0.99
KYSE-140	ESCA	aero_digestive_tract	oesophagus	36.8	0.966
MFH-ino	UNCLASSIFIED	soft_tissue	soft_tissue_other	37	0.963
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	37.1	0.975
SK-HEP-1	LIHC	digestive_system	liver	37.5	0.983
Jurkat	ALL	blood	T_cell_leukemia	37.7	0.993
MES-SA	UNCLASSIFIED	urogenital_system	uterus	37.8	0.99
M059J	GBM	nervous_system	glioma	37.9	0.971
DMS-273	SCLC	lung	lung_small_cell_carcinoma	38	0.973
OPM-2	MM	blood	myeloma	38	0.994
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	38.2	0.991
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	38.3	0.955
NOS-1	UNCLASSIFIED	bone	osteosarcoma	38.3	0.96
PANC-04-03	PAAD	pancreas	pancreas	38.4	0.932
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	38.5	0.984
Hs-683	LGG	nervous_system	glioma	38.5	0.977
GAK	SKCM	skin	melanoma	38.5	0.982
HSC-39	STAD	digestive_system	stomach	38.6	0.99
VMRC-LCD	LUAD	lung	lung_NSCLC_adenocarcinoma	38.7	0.992
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	38.7	0.966
KARPAS-422	DLBC	blood	B_cell_lymphoma	38.8	0.98
OVTOKO	OV	urogenital_system	ovary	38.8	0.957
JHOS-2	OV	urogenital_system	ovary	38.9	0.965
LOXIMVI	SKCM	skin	melanoma	39	0.988
EFO-21	OV	urogenital_system	ovary	39.1	0.945
JVM-2	CLL	blood	lymphoid_neoplasm_other	39.2	0.96
JiyoyeP-2003	UNCLASSIFIED	blood	Burkitt_lymphoma	39.4	0.989
UMC-11	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	39.4	0.988
LU-139	SCLC	lung	lung_small_cell_carcinoma	39.5	0.957
VAL	DLBC	blood	B_cell_lymphoma	39.5	0.978
M14	SKCM	skin	melanoma	39.6	0.974
BT-20	BRCA	breast	breast	39.7	0.96
SW872	UNCLASSIFIED	soft_tissue	soft_tissue_other	39.8	0.987
MIA-PaCa-2	PAAD	pancreas	pancreas	39.9	0.971
MONO-MAC-6	LAML	blood	acute_myeloid_leukaemia	40.1	0.974
C3A	LIHC	digestive_system	liver	40.1	0.975
JM1	DLBC	blood	B_cell_lymphoma	40.1	0.991
NCI-H2286	UNCLASSIFIED	lung	lung_small_cell_carcinoma	40.2	0.977
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	40.3	0.991
AsPC-1	PAAD	pancreas	pancreas	40.5	0.926
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	40.7	0.967
EVSA-T	BRCA	breast	breast	41	0.991
EJM	MM	blood	lymphoid_neoplasm_other	41.2	0.992
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	41.3	0.977
SUIT-2	PAAD	pancreas	pancreas	41.3	0.976
KYSE-520	ESCA	aero_digestive_tract	oesophagus	41.4	0.954
BHY	HNSC	aero_digestive_tract	head_and_neck	41.4	0.98
GP5d	COREAD	digestive_system	large_intestine	41.4	0.988
AMO-1	MM	blood	haematopoietic_neoplasm_other	41.6	0.991
SK-N-AS	NB	nervous_system	neuroblastoma	41.7	0.967
DOV13	OV	urogenital_system	ovary	41.7	0.967
639-V	BLCA	urogenital_system	bladder	41.9	0.992
SUP-T1	ALL	blood	lymphoblastic_T_cell_leukaemia	42.1	0.987
SNU-16	STAD	digestive_system	stomach	42.2	0.989
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	42.5	0.98
LS-1034	COREAD	digestive_system	large_intestine	42.5	0.972
LS-411N	COREAD	digestive_system	large_intestine	42.6	0.964
PANC-03-27	PAAD	pancreas	pancreas	42.6	0.985
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	42.6	0.992
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	42.8	0.961
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	42.8	0.98
YT	ALL	blood	lymphoid_neoplasm_other	43	0.992
PC-3	PRAD	urogenital_system	prostate	43	0.964
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	43	0.978
BT-549	BRCA	breast	breast	43.1	0.951
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	43.1	0.991
ARH-77	MM	blood	myeloma	43.2	0.983
STS-0421	UNCLASSIFIED	soft_tissue	soft_tissue_other	43.3	0.967
Daudi	UNCLASSIFIED	blood	Burkitt_lymphoma	43.3	0.991
D-502MG	LGG	nervous_system	glioma	43.3	0.94
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	43.5	0.963
ES-2	UNCLASSIFIED	urogenital_system	ovary	43.6	0.99
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	43.7	0.992
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	44.1	0.981
KU812	LCML	blood	chronic_myeloid_leukaemia	44.2	0.988
NCI-H2795	MESO	lung	mesothelioma	44.3	0.982
SCC-25	HNSC	aero_digestive_tract	head_and_neck	44.6	0.971
ML-2	LAML	blood	acute_myeloid_leukaemia	44.9	0.99
SNG-M	UCEC	urogenital_system	endometrium	45.3	0.983
CHL-1	SKCM	skin	melanoma	45.4	0.986
Ca-Ski	CESC	urogenital_system	cervix	45.7	0.973
TCCSUP	BLCA	urogenital_system	bladder	45.7	0.971
NCI-H2052	MESO	lung	mesothelioma	45.7	0.961
IST-MEL1	SKCM	skin	melanoma	45.8	0.967
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	46	0.99
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	46.2	0.948
BICR10	HNSC	aero_digestive_tract	head_and_neck	46.5	0.97
COLO-320-HSR	COREAD	digestive_system	large_intestine	46.5	0.992
IM-9	MM	blood	myeloma	46.5	0.992
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	46.5	0.952
NB1	NB	nervous_system	neuroblastoma	46.6	0.974
RKN	UNCLASSIFIED	urogenital_system	ovary	46.7	0.977
L-540	UNCLASSIFIED	blood	Hodgkin_lymphoma	47.1	0.99
SUP-HD1	UNCLASSIFIED	blood	Hodgkin_lymphoma	47.1	0.986
GCIY	STAD	digestive_system	stomach	47.1	0.973
RL	DLBC	blood	B_cell_lymphoma	47.2	0.988
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	47.5	0.988
WM239A	UNCLASSIFIED	skin	melanoma	47.6	0.989
NCI-H1963	SCLC	lung	lung_small_cell_carcinoma	47.7	0.992
QIMR-WIL	LAML	blood	acute_myeloid_leukaemia	47.7	0.985
COR-L279	SCLC	lung	lung_small_cell_carcinoma	47.8	0.99
NCI-H2803	MESO	lung	mesothelioma	48	0.97
PE-CA-PJ15	HNSC	aero_digestive_tract	head_and_neck	48.1	0.976
COR-L321	UNCLASSIFIED	lung	lung_other	48.1	0.982
OCI-AML5	LAML	blood	acute_myeloid_leukaemia	48.6	0.989
OE33	ESCA	aero_digestive_tract	oesophagus	48.8	0.969
RERF-GC-1B	STAD	digestive_system	stomach	48.9	0.974
KMRC-20	KIRC	kidney	kidney	49.3	0.981
IGR-37	SKCM	skin	melanoma	49.4	0.989
HL-60	LAML	blood	acute_myeloid_leukaemia	49.6	0.99
KP-1N	PAAD	pancreas	pancreas	49.7	0.979
SU8686	PAAD	pancreas	pancreas	49.8	0.974
NCI-H1688	SCLC	lung	lung_small_cell_carcinoma	50	0.975
NCI-H522	LUAD	lung	lung_NSCLC_adenocarcinoma	50.1	0.97
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	50.1	0.963
Hs-578-T	BRCA	breast	breast	50.2	0.978
HuCCT1	UNCLASSIFIED	digestive_system	biliary_tract	50.6	0.975
NB(TU)1-10	NB	nervous_system	neuroblastoma	50.7	0.992
HCC1954	BRCA	breast	breast	50.8	0.972
D-336MG	LGG	nervous_system	glioma	50.9	0.963
SKN	UNCLASSIFIED	urogenital_system	uterus	51.8	0.969
SW1783	LGG	nervous_system	glioma	51.9	0.99
SU-DHL-8	DLBC	blood	B_cell_lymphoma	51.9	0.988
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	52.2	0.965
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	52.3	0.979
BOKU	UNCLASSIFIED	urogenital_system	cervix	52.4	0.97
NCI-H358	LUAD	lung	lung_NSCLC_adenocarcinoma	52.5	0.976
HCC70	BRCA	breast	breast	52.5	0.985
KYSE-70	ESCA	aero_digestive_tract	oesophagus	52.5	0.977
Hs-939-T	SKCM	skin	melanoma	52.6	0.977
SK-CO-1	COREAD	digestive_system	large_intestine	52.6	0.988
NCI-H290	MESO	lung	mesothelioma	52.6	0.99
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	52.9	0.99
NCI-H1770	UNCLASSIFIED	lung	lung_NSCLC_not_specified	53.5	0.992
MEG-01	LCML	blood	chronic_myeloid_leukaemia	53.6	0.988
JHH-2	LIHC	digestive_system	liver	53.8	0.979
COLO-680N	ESCA	aero_digestive_tract	oesophagus	53.8	0.972
TK	DLBC	blood	B_cell_lymphoma	53.9	0.99
MM1S	MM	blood	myeloma	53.9	0.988
HCC38	BRCA	breast	breast	54	0.978
NCI-H211	SCLC	lung	lung_small_cell_carcinoma	54.1	0.986
THP-1	LAML	blood	acute_myeloid_leukaemia	54.2	0.991
VM-CUB-1	BLCA	urogenital_system	bladder	54.3	0.987
MOLP-8	MM	blood	myeloma	54.3	0.987
OVCA433	OV	urogenital_system	ovary	54.5	0.976
JHH-1	LIHC	digestive_system	liver	54.6	0.978
NCI-H1581	UNCLASSIFIED	lung	lung_NSCLC_large_cell	54.7	0.99
MC-1010	UNCLASSIFIED	blood	acute_myeloid_leukaemia	54.7	0.976
KYSE-50	ESCA	aero_digestive_tract	oesophagus	54.9	0.99
GRANTA-519	DLBC	blood	B_cell_lymphoma	55.5	0.991
COLO-829	SKCM	skin	melanoma	55.5	0.953
RF-48	STAD	digestive_system	stomach	55.7	0.977
SK-MEL-28	SKCM	skin	melanoma	55.7	0.986
HT	DLBC	blood	B_cell_lymphoma	55.8	0.99
TE-15	ESCA	aero_digestive_tract	oesophagus	56	0.976
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	56	0.992
RC-K8	DLBC	blood	B_cell_lymphoma	56.1	0.993
RO82-W-1	THCA	thyroid	thyroid	56.4	0.966
MCC13	UNCLASSIFIED	skin	Merkel_cell_carcinoma	56.6	0.992
WM1552C	SKCM	skin	melanoma	56.6	0.984
NCI-H2122	LUAD	lung	lung_NSCLC_adenocarcinoma	56.7	0.989
MDA-MB-468	BRCA	breast	breast	56.9	0.987
MRK-nu-1	BRCA	breast	breast	57.2	0.99
HT-1376	BLCA	urogenital_system	bladder	57.3	0.973
MSTO-211H	MESO	lung	mesothelioma	57.4	0.991
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	58.1	0.986
C-33-A	CESC	urogenital_system	cervix	58.3	0.985
Mewo	SKCM	skin	melanoma	58.3	0.973
T84	COREAD	digestive_system	large_intestine	58.4	0.984
EFO-27	UNCLASSIFIED	urogenital_system	ovary	58.5	0.969
SCC-9	HNSC	aero_digestive_tract	head_and_neck	58.8	0.968
C32	SKCM	skin	melanoma	58.9	0.981
SW1271	SCLC	lung	lung_small_cell_carcinoma	59	0.976
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	59	0.974
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	59.2	0.992
SNU-81	COREAD	digestive_system	large_intestine	59.2	0.963
G-361	SKCM	skin	melanoma	59.2	0.988
MDA-MB-436	BRCA	breast	breast	59.3	0.969
NCI-H2722	MESO	lung	mesothelioma	59.4	0.973
ESO26	ESCA	aero_digestive_tract	oesophagus	59.5	0.989
NCI-N87	STAD	digestive_system	stomach	59.7	0.957
A388	UNCLASSIFIED	skin	skin_other	60	0.976
SK-N-SH	NB	nervous_system	neuroblastoma	60.3	0.986
MFM-223	BRCA	breast	breast	60.4	0.986
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	60.4	0.988
CPC-N	SCLC	lung	lung_small_cell_carcinoma	60.6	0.98
K-562	LCML	blood	chronic_myeloid_leukaemia	60.7	0.988
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	61.3	0.979
NCI-H1793	LUAD	lung	lung_NSCLC_adenocarcinoma	61.6	0.96
NCI-H2591	MESO	lung	mesothelioma	61.8	0.967
HCC2157	BRCA	breast	breast	61.9	0.983
HT-115	COREAD	digestive_system	large_intestine	61.9	0.991
HH	UNCLASSIFIED	blood	T_cell_leukemia	61.9	0.966
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	62.4	0.977
NCI-H1573	LUAD	lung	lung_NSCLC_adenocarcinoma	62.4	0.988
HeLa	CESC	urogenital_system	cervix	62.5	0.989
SLVL	DLBC	blood	B_cell_lymphoma	62.5	0.982
Hep3B2-1-7	LIHC	digestive_system	liver	63.2	0.987
no-10	LGG	nervous_system	glioma	63.5	0.972
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	63.5	0.945
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	63.7	0.959
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	63.7	0.987
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	63.7	0.99
FLO-1	ESCA	aero_digestive_tract	oesophagus	63.8	0.959
D-423MG	GBM	nervous_system	glioma	64.1	0.973
JURL-MK1	LCML	blood	chronic_myeloid_leukaemia	64.2	0.987
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	64.4	0.98
NCC010	KIRC	kidney	kidney	64.5	0.982
RCC-JW	KIRC	kidney	kidney	64.5	0.985
SK-GT-4	ESCA	aero_digestive_tract	oesophagus	64.8	0.972
CTB-1	DLBC	blood	B_cell_lymphoma	65.1	0.965
T-T	ESCA	aero_digestive_tract	oesophagus	65.4	0.987
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	65.5	0.977
EHEB	CLL	blood	lymphoid_neoplasm_other	65.5	0.959
CAL-72	UNCLASSIFIED	bone	osteosarcoma	65.7	0.976
TT	THCA	thyroid	thyroid	65.8	0.962
LAMA-84	LCML	blood	chronic_myeloid_leukaemia	65.9	0.986
DJM-1	UNCLASSIFIED	skin	skin_other	66.2	0.988
SBC-1	SCLC	lung	lung_small_cell_carcinoma	66.2	0.989
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	66.8	0.992
WM35	SKCM	skin	melanoma	67	0.987
Calu-6	LUAD	lung	lung_NSCLC_adenocarcinoma	67.3	0.978
MEL-HO	SKCM	skin	melanoma	67.6	0.987
OACp4C	ESCA	aero_digestive_tract	oesophagus	67.8	0.975
NCI-H596	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	67.9	0.97
LB831-BLC	BLCA	urogenital_system	bladder	67.9	0.986
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	68.2	0.989
JHU-029	HNSC	aero_digestive_tract	head_and_neck	68.5	0.974
TE-4	ESCA	aero_digestive_tract	oesophagus	68.6	0.988
TK10	KIRC	kidney	kidney	68.7	0.975
COLO-792	SKCM	skin	melanoma	69	0.989
SCaBER	UNCLASSIFIED	urogenital_system	bladder	69.4	0.979
CCF-STTG1	GBM	nervous_system	glioma	69.7	0.987
SK-MEL-30	SKCM	skin	melanoma	69.7	0.984
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	69.9	0.988
CP50-MEL-B	SKCM	skin	melanoma	70	0.988
COR-L88	SCLC	lung	lung_small_cell_carcinoma	70.2	0.977
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	70.9	0.989
EMC-BAC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	71	0.98
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	71.4	0.987
ASH-3	THCA	thyroid	thyroid	71.5	0.988
NUGC-4	STAD	digestive_system	stomach	71.9	0.988
OCUM-1	STAD	digestive_system	stomach	71.9	0.981
HT-3	CESC	urogenital_system	cervix	72.4	0.987
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	72.4	0.986
CW-2	COREAD	digestive_system	large_intestine	73	0.983
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	73.2	0.987
A4-Fuk	DLBC	blood	B_cell_lymphoma	73.3	0.986
DOK	HNSC	aero_digestive_tract	head_and_neck	73.4	0.959
YAPC	PAAD	pancreas	pancreas	73.5	0.974
MDA-MB-361	BRCA	breast	breast	73.7	0.989
NCI-H835	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	74	0.991
SUP-B8	UNCLASSIFIED	blood	B_cell_leukemia	74.2	0.989
JIMT-1	BRCA	breast	breast	74.5	0.984
SNU-407	COREAD	digestive_system	large_intestine	74.6	0.979
OS-RC-2	KIRC	kidney	kidney	74.7	0.963
SK-MEL-2	SKCM	skin	melanoma	75.1	0.986
23132-87	STAD	digestive_system	stomach	75.4	0.987
PL4	PAAD	pancreas	pancreas	75.8	0.986
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	75.9	0.988
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	76.1	0.99
NCI-H1734	LUAD	lung	lung_NSCLC_adenocarcinoma	76.6	0.983
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	77.1	0.982
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	77.1	0.973
PL-21	LAML	blood	acute_myeloid_leukaemia	77.3	0.98
VCaP	PRAD	urogenital_system	prostate	77.4	0.987
MZ7-mel	SKCM	skin	melanoma	77.4	0.987
KNS-62	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	77.5	0.963
NCI-H2342	LUAD	lung	lung_NSCLC_adenocarcinoma	77.6	0.983
SNU-182	LIHC	digestive_system	liver	77.7	0.986
AN3-CA	UCEC	urogenital_system	endometrium	77.8	0.984
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	77.8	0.989
HCT-15	COREAD	digestive_system	large_intestine	77.9	0.985
BE2-M17	NB	nervous_system	neuroblastoma	78	0.987
OSC-19	HNSC	aero_digestive_tract	head_and_neck	78	0.987
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	78.2	0.985
NCI-H2369	MESO	lung	mesothelioma	78.8	0.987
KALS-1	LGG	nervous_system	glioma	79.4	0.969
KP-3	UNCLASSIFIED	pancreas	pancreas	79.4	0.979
NCI-H1944	LUAD	lung	lung_NSCLC_adenocarcinoma	79.9	0.986
COLO-668	SCLC	lung	lung_small_cell_carcinoma	80	0.989
TE-12	ESCA	aero_digestive_tract	oesophagus	80.1	0.977
H-EMC-SS	UNCLASSIFIED	bone	chondrosarcoma	80.2	0.973
SNU-C2B	COREAD	digestive_system	large_intestine	80.3	0.972
SK-GT-2	STAD	digestive_system	stomach	80.4	0.986
NCI-H1781	LUAD	lung	lung_NSCLC_adenocarcinoma	80.4	0.989
KYSE-410	ESCA	aero_digestive_tract	oesophagus	81.1	0.986
PEO1	OV	urogenital_system	ovary	81.3	0.987
LB373-MEL-D	SKCM	skin	melanoma	81.5	0.99
MFE-296	UCEC	urogenital_system	endometrium	81.9	0.985
JHOS-3	OV	urogenital_system	ovary	82	0.974
EM-2	LCML	blood	chronic_myeloid_leukaemia	82	0.983
TE-6	ESCA	aero_digestive_tract	oesophagus	82.2	0.98
HuP-T3	PAAD	pancreas	pancreas	82.8	0.977
HA7-RCC	KIRC	kidney	kidney	83.3	0.984
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	83.7	0.986
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	83.9	0.987
IGROV-1	OV	urogenital_system	ovary	84.1	0.964
SNU-1	STAD	digestive_system	stomach	84.1	0.988
DiFi	COREAD	digestive_system	large_intestine	84.5	0.987
C-4-I	CESC	urogenital_system	cervix	85.1	0.985
KNS-42	LGG	nervous_system	glioma	85.4	0.979
OVCA432	UNCLASSIFIED	urogenital_system	ovary	85.8	0.987
CAMA-1	BRCA	breast	breast	85.9	0.977
SK-MM-2	MM	blood	myeloma	86.5	0.988
HCC1500	BRCA	breast	breast	87	0.988
LB2518-MEL	SKCM	skin	melanoma	87.6	0.987
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	88.3	0.988
LC4-1	ALL	blood	lymphoblastic_leukemia	88.5	0.985
OMC-1	CESC	urogenital_system	cervix	89.1	0.988
SNU-449	LIHC	digestive_system	liver	89.6	0.986
RT4	BLCA	urogenital_system	bladder	89.6	0.987
HT55	COREAD	digestive_system	large_intestine	90.1	0.99
KP-2	PAAD	pancreas	pancreas	90.9	0.987
OE19	ESCA	aero_digestive_tract	oesophagus	91.1	0.984
OV-7	OV	urogenital_system	ovary	91.2	0.963
SW780	BLCA	urogenital_system	bladder	91.5	0.986
HCC1428	BRCA	breast	breast	91.7	0.986
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	92.6	0.987
NCI-H2085	LUAD	lung	lung_NSCLC_adenocarcinoma	92.6	0.987
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	93.7	0.985
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	93.8	0.986
HCC1395	BRCA	breast	breast	94.2	0.98
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	94.3	0.984
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	94.4	0.986
COLO-679	SKCM	skin	melanoma	94.4	0.985
DMS-114	SCLC	lung	lung_small_cell_carcinoma	95	0.983
VMRC-MELG	SKCM	skin	melanoma	95.7	0.989
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	95.8	0.987
SNU-387	LIHC	digestive_system	liver	96.1	0.984
Sarc9371	UNCLASSIFIED	bone	bone_other	96.6	0.961
