Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
MEG-01	LCML	blood	chronic_myeloid_leukaemia	43.6	0.976
EMC-BAC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	44.2	0.957
T98G	GBM	nervous_system	glioma	44.2	0.978
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	44.5	0.966
ST486	UNCLASSIFIED	blood	Burkitt_lymphoma	44.6	0.983
KP-2	PAAD	pancreas	pancreas	44.7	0.963
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	44.8	0.974
C3A	LIHC	digestive_system	liver	44.9	0.966
PCI-30	HNSC	aero_digestive_tract	head_and_neck	45.1	0.95
OV-7	OV	urogenital_system	ovary	45.3	0.926
SK-MES-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	45.6	0.962
ARH-77	MM	blood	myeloma	45.6	0.975
LU-139	SCLC	lung	lung_small_cell_carcinoma	46	0.946
HCC1187	BRCA	breast	breast	46	0.976
NCI-H510A	SCLC	lung	lung_small_cell_carcinoma	46.3	0.98
YKG-1	GBM	nervous_system	glioma	46.4	0.97
JHU-022	HNSC	aero_digestive_tract	head_and_neck	46.6	0.948
P31-FUJ	LAML	blood	acute_myeloid_leukaemia	47.1	0.996
HuO9	UNCLASSIFIED	bone	osteosarcoma	47.2	0.962
DEL	UNCLASSIFIED	blood	lymphoid_neoplasm_other	47.7	0.994
NCI-H146	SCLC	lung	lung_small_cell_carcinoma	48	0.993
SF539	LGG	nervous_system	glioma	48.5	0.983
A498	KIRC	kidney	kidney	48.5	0.93
EFO-21	OV	urogenital_system	ovary	49	0.936
GA-10	UNCLASSIFIED	blood	Burkitt_lymphoma	49	0.989
SW1417	COREAD	digestive_system	large_intestine	49	0.958
K2	SKCM	skin	melanoma	49.2	0.947
SNU-C1	COREAD	digestive_system	large_intestine	49.5	0.933
OAW-28	OV	urogenital_system	ovary	49.6	0.97
ME-180	CESC	urogenital_system	cervix	49.8	0.969
SK-LMS-1	UNCLASSIFIED	soft_tissue	soft_tissue_other	50.3	0.978
GB-1	GBM	nervous_system	glioma	50.4	0.957
EM-2	LCML	blood	chronic_myeloid_leukaemia	50.8	0.962
NB4	LAML	blood	acute_myeloid_leukaemia	50.8	0.991
MZ1-PC	PAAD	pancreas	pancreas	51.1	0.953
CAL-72	UNCLASSIFIED	bone	osteosarcoma	51.3	0.958
WSU-DLCL2	DLBC	blood	B_cell_lymphoma	51.5	0.991
OSC-20	HNSC	aero_digestive_tract	head_and_neck	51.6	0.975
BFTC-905	BLCA	urogenital_system	bladder	51.7	0.988
NCI-H3118	UNCLASSIFIED	aero_digestive_tract	head_and_neck	51.9	0.966
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	52.3	0.963
PC-3	PRAD	urogenital_system	prostate	52.8	0.974
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	53.1	0.98
D-263MG	GBM	nervous_system	glioma	53.3	0.956
Sci-1	UNCLASSIFIED	blood	B_cell_lymphoma	53.4	0.99
HT	DLBC	blood	B_cell_lymphoma	53.4	0.983
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	53.4	0.96
NCI-H847	SCLC	lung	lung_small_cell_carcinoma	53.5	0.993
SCC-15	HNSC	aero_digestive_tract	head_and_neck	53.7	0.947
MDA-MB-361	BRCA	breast	breast	53.8	0.976
KY821	LAML	blood	leukemia	54.1	0.987
LC-2-ad	LUAD	lung	lung_NSCLC_adenocarcinoma	54.3	0.986
TT2609-C02	THCA	thyroid	thyroid	54.6	0.969
Becker	GBM	nervous_system	glioma	54.8	0.964
MKN1	UNCLASSIFIED	digestive_system	stomach	54.9	0.984
YH-13	GBM	nervous_system	glioma	55	0.97
RPMI-7951	SKCM	skin	melanoma	55.4	0.978
Raji	UNCLASSIFIED	blood	Burkitt_lymphoma	55.6	0.982
LS-513	COREAD	digestive_system	large_intestine	55.8	0.972
JJN-3	MM	blood	haematopoietic_neoplasm_other	55.9	0.992
S-117	UNCLASSIFIED	thyroid	thyroid	56	0.948
NBsusSR	UNCLASSIFIED	nervous_system	neuroblastoma	57.1	0.986
TUR	DLBC	blood	B_cell_lymphoma	57.2	0.983
SNU-16	STAD	digestive_system	stomach	57.4	0.987
CHL-1	SKCM	skin	melanoma	57.5	0.982
H9	UNCLASSIFIED	blood	lymphoid_neoplasm_other	57.6	0.992
K-562	LCML	blood	chronic_myeloid_leukaemia	57.6	0.979
H3255	LUAD	lung	lung_NSCLC_adenocarcinoma	57.6	0.961
BICR22	HNSC	aero_digestive_tract	head_and_neck	58	0.964
LN-18	GBM	nervous_system	glioma	58	0.994
HARA	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	58.3	0.963
KCL-22	LCML	blood	chronic_myeloid_leukaemia	58.8	0.991
KYSE-510	ESCA	aero_digestive_tract	oesophagus	59.5	0.992
HCC2218	BRCA	breast	breast	59.6	0.956
TC-71	UNCLASSIFIED	bone	ewings_sarcoma	59.8	0.992
SW962	UNCLASSIFIED	urogenital_system	urogenital_system_other	60.1	0.958
BICR78	HNSC	aero_digestive_tract	head_and_neck	60.2	0.965
HCC1937	BRCA	breast	breast	60.3	0.965
LU-135	SCLC	lung	lung_small_cell_carcinoma	60.4	0.992
PSN1	PAAD	pancreas	pancreas	60.4	0.991
SJRH30	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	60.5	0.975
MLMA	UNCLASSIFIED	blood	hairy_cell_leukaemia	60.5	0.977
OPM-2	MM	blood	myeloma	60.7	0.994
COR-L321	UNCLASSIFIED	lung	lung_other	60.8	0.978
DoTc2-4510	CESC	urogenital_system	cervix	60.8	0.982
ES1	UNCLASSIFIED	bone	ewings_sarcoma	61.1	0.979
NCI-H2405	LUAD	lung	lung_NSCLC_adenocarcinoma	61.2	0.969
T47D	BRCA	breast	breast	61.3	0.937
EFO-27	UNCLASSIFIED	urogenital_system	ovary	61.3	0.958
FADU	HNSC	aero_digestive_tract	head_and_neck	61.6	0.981
EBC-1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	61.6	0.968
OACp4C	ESCA	aero_digestive_tract	oesophagus	61.6	0.962
A673	UNCLASSIFIED	soft_tissue	rhabdomyosarcoma	61.9	0.987
BHY	HNSC	aero_digestive_tract	head_and_neck	62	0.989
NCI-H2009	LUAD	lung	lung_NSCLC_adenocarcinoma	62.1	0.974
NCI-H1155	UNCLASSIFIED	lung	lung_NSCLC_large_cell	62.4	0.993
PC-14	LUAD	lung	lung_NSCLC_adenocarcinoma	62.7	0.988
NCI-H1105	SCLC	lung	lung_small_cell_carcinoma	63.2	0.993
SKN-3	HNSC	aero_digestive_tract	head_and_neck	64	0.965
UACC-893	BRCA	breast	breast	64.2	0.971
KARPAS-620	MM	blood	haematopoietic_neoplasm_other	64.5	0.991
NCI-H1792	LUAD	lung	lung_NSCLC_adenocarcinoma	64.8	0.987
IST-MEL1	SKCM	skin	melanoma	65	0.964
KYAE-1	ESCA	aero_digestive_tract	oesophagus	65.1	0.97
PANC-03-27	PAAD	pancreas	pancreas	65.2	0.985
SK-MEL-28	SKCM	skin	melanoma	65.2	0.99
Hs-766T	PAAD	pancreas	pancreas	65.5	0.954
CGTH-W-1	THCA	thyroid	thyroid	66	0.98
VMRC-LCD	LUAD	lung	lung_NSCLC_adenocarcinoma	66	0.993
OC-314	OV	urogenital_system	ovary	66.6	0.991
EJM	MM	blood	lymphoid_neoplasm_other	66.8	0.993
OVCAR-8	OV	urogenital_system	ovary	66.8	0.988
NCI-H1341	SCLC	lung	lung_small_cell_carcinoma	67.6	0.992
5637	BLCA	urogenital_system	bladder	67.6	0.988
EVSA-T	BRCA	breast	breast	67.9	0.991
MDA-MB-436	BRCA	breast	breast	67.9	0.96
DSH1	BLCA	urogenital_system	bladder	68.2	0.984
NCI-H835	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	68.3	0.984
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	68.6	0.975
NB13	NB	nervous_system	neuroblastoma	68.7	0.989
ES-2	UNCLASSIFIED	urogenital_system	ovary	69.1	0.99
DND-41	ALL	blood	T_cell_leukemia	69.1	0.99
COLO-800	SKCM	skin	melanoma	69.8	0.983
TC-YIK	UNCLASSIFIED	urogenital_system	cervix	69.9	0.991
L-1236	UNCLASSIFIED	blood	Hodgkin_lymphoma	69.9	0.992
SW13	ACC	kidney	adrenal_gland	70	0.989
NCI-H522	LUAD	lung	lung_NSCLC_adenocarcinoma	70.2	0.981
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	70.8	0.99
SUP-B8	UNCLASSIFIED	blood	B_cell_leukemia	71.5	0.982
DJM-1	UNCLASSIFIED	skin	skin_other	71.6	0.982
DMS-273	SCLC	lung	lung_small_cell_carcinoma	72.4	0.977
COLO-320-HSR	COREAD	digestive_system	large_intestine	72.5	0.991
PF-382	ALL	blood	lymphoblastic_T_cell_leukaemia	73.1	0.991
A431	UNCLASSIFIED	skin	skin_other	73.1	0.985
IGR-37	SKCM	skin	melanoma	73.2	0.988
KMH-2	THCA	thyroid	thyroid	73.4	0.99
NCI-H1770	UNCLASSIFIED	lung	lung_NSCLC_not_specified	73.5	0.991
TCCSUP	BLCA	urogenital_system	bladder	73.7	0.971
KARPAS-422	DLBC	blood	B_cell_lymphoma	73.8	0.983
KELLY	NB	nervous_system	neuroblastoma	74.5	0.989
OV-56	OV	urogenital_system	ovary	74.6	0.985
SW620	COREAD	digestive_system	large_intestine	74.6	0.99
MHH-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	75.2	0.983
OV-90	OV	urogenital_system	ovary	75.2	0.961
HOP-62	LUAD	lung	lung_NSCLC_adenocarcinoma	75.2	0.982
NCI-H2595	MESO	lung	mesothelioma	76	0.954
8-MG-BA	GBM	nervous_system	glioma	76.1	0.987
42-MG-BA	GBM	nervous_system	glioma	76.6	0.977
M059J	GBM	nervous_system	glioma	76.6	0.976
DAN-G	PAAD	pancreas	pancreas	76.7	0.991
NCI-H1048	SCLC	lung	lung_small_cell_carcinoma	76.7	0.99
JHH-4	LIHC	digestive_system	liver	76.9	0.983
KYSE-220	ESCA	aero_digestive_tract	oesophagus	77	0.978
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	77.1	0.99
SU8686	PAAD	pancreas	pancreas	77.2	0.985
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	77.2	0.982
TK10	KIRC	kidney	kidney	77.5	0.967
NCI-H630	COREAD	digestive_system	large_intestine	77.6	0.976
SK-N-FI	NB	nervous_system	neuroblastoma	77.7	0.983
HSC-2	HNSC	aero_digestive_tract	head_and_neck	78	0.988
NB6	NB	nervous_system	neuroblastoma	78	0.966
TE-9	ESCA	aero_digestive_tract	oesophagus	78.9	0.98
TE-10	ESCA	aero_digestive_tract	oesophagus	79	0.984
HuH-7	LIHC	digestive_system	liver	79	0.983
LS-1034	COREAD	digestive_system	large_intestine	79.3	0.975
FTC-133	THCA	thyroid	thyroid	79.4	0.975
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	79.7	0.986
LN-229	GBM	nervous_system	glioma	80.2	0.983
HDLM-2	UNCLASSIFIED	blood	Hodgkin_lymphoma	80.3	0.984
EW-1	UNCLASSIFIED	bone	ewings_sarcoma	80.4	0.989
HN	HNSC	aero_digestive_tract	head_and_neck	80.4	0.987
SU-DHL-8	DLBC	blood	B_cell_lymphoma	80.5	0.988
NCI-H1693	LUAD	lung	lung_NSCLC_adenocarcinoma	80.7	0.961
COLO-668	SCLC	lung	lung_small_cell_carcinoma	80.8	0.983
IOSE-523(-)	UNCLASSIFIED	urogenital_system	ovary	80.8	0.989
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	81	0.964
COR-L279	SCLC	lung	lung_small_cell_carcinoma	81	0.991
CAL-85-1	BRCA	breast	breast	81.2	0.964
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	81.9	0.981
TE-5	ESCA	aero_digestive_tract	oesophagus	82.2	0.973
CAL-39	CESC	urogenital_system	cervix	82.3	0.981
FU-OV-1	OV	urogenital_system	ovary	82.6	0.962
MEC-1	UNCLASSIFIED	blood	B_cell_leukemia	82.8	0.981
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	83.2	0.992
HCC-78	LUAD	lung	lung_NSCLC_adenocarcinoma	83.5	0.971
MDA-MB-231	BRCA	breast	breast	83.9	0.98
EB2	UNCLASSIFIED	blood	Burkitt_lymphoma	83.9	0.99
NCC021	KIRC	kidney	kidney	84.7	0.972
RERF-GC-1B	STAD	digestive_system	stomach	85.3	0.987
PWR-1E	PRAD	urogenital_system	prostate	85.7	0.984
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	85.7	0.99
MS-1	SCLC	lung	lung_small_cell_carcinoma	86.2	0.991
TK	DLBC	blood	B_cell_lymphoma	86.2	0.99
SW1710	BLCA	urogenital_system	bladder	86.3	0.982
DU-145	PRAD	urogenital_system	prostate	86.4	0.986
SW1783	LGG	nervous_system	glioma	86.5	0.991
TGBC11TKB	STAD	digestive_system	stomach	86.5	0.992
NCI-H1755	LUAD	lung	lung_NSCLC_adenocarcinoma	87.2	0.973
NCI-H2342	LUAD	lung	lung_NSCLC_adenocarcinoma	87.5	0.977
HUH-6-clone5	UNCLASSIFIED	digestive_system	liver	87.6	0.959
Calu-3	LUAD	lung	lung_NSCLC_adenocarcinoma	87.6	0.967
THP-1	LAML	blood	acute_myeloid_leukaemia	87.8	0.991
KYSE-50	ESCA	aero_digestive_tract	oesophagus	87.9	0.99
DiFi	COREAD	digestive_system	large_intestine	88	0.981
KYSE-450	ESCA	aero_digestive_tract	oesophagus	88	0.988
TE-6	ESCA	aero_digestive_tract	oesophagus	88.1	0.973
D-423MG	GBM	nervous_system	glioma	88.3	0.97
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	88.4	0.985
TE-8	ESCA	aero_digestive_tract	oesophagus	88.5	0.979
Ca-Ski	CESC	urogenital_system	cervix	89.1	0.977
BE2-M17	NB	nervous_system	neuroblastoma	89.7	0.983
KATOIII	STAD	digestive_system	stomach	90.7	0.99
JHH-7	LIHC	digestive_system	liver	90.9	0.989
U-266	MM	blood	myeloma	91	0.962
CAL-62	THCA	thyroid	thyroid	91.1	0.988
MS751	CESC	urogenital_system	cervix	91.6	0.99
NB14	NB	nervous_system	neuroblastoma	92	0.989
RL	DLBC	blood	B_cell_lymphoma	92.1	0.99
LCLC-97TM1	UNCLASSIFIED	lung	lung_NSCLC_large_cell	92.6	0.979
T-T	ESCA	aero_digestive_tract	oesophagus	92.6	0.986
MKN28	STAD	digestive_system	stomach	92.7	0.984
GAMG	LGG	nervous_system	glioma	93	0.982
LK-2	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	93.2	0.989
SISO	CESC	urogenital_system	cervix	93.7	0.988
TGBC1TKB	UNCLASSIFIED	digestive_system	biliary_tract	94.1	0.986
MDA-MB-468	BRCA	breast	breast	94.2	0.988
GMS-10	GBM	nervous_system	glioma	94.4	0.986
ESO26	ESCA	aero_digestive_tract	oesophagus	94.9	0.989
KU-19-19	BLCA	urogenital_system	bladder	95.1	0.985
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	95.2	0.988
LN-405	GBM	nervous_system	glioma	95.3	0.969
HO-1-u-1	HNSC	aero_digestive_tract	head_and_neck	96.6	0.989
CS1	UNCLASSIFIED	bone	bone_other	96.9	0.978
SNU-5	STAD	digestive_system	stomach	97.2	0.985
NCI-H647	UNCLASSIFIED	lung	lung_NSCLC_not_specified	97.8	0.983
TE-15	ESCA	aero_digestive_tract	oesophagus	98.7	0.978
HT-115	COREAD	digestive_system	large_intestine	98.8	0.991
CAL-27	HNSC	aero_digestive_tract	head_and_neck	99	0.985
Detroit562	HNSC	aero_digestive_tract	head_and_neck	99.4	0.989
EW-22	UNCLASSIFIED	bone	ewings_sarcoma	99.8	0.988
HeLa	CESC	urogenital_system	cervix	99.9	0.989
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	100	0.987
TE-4	ESCA	aero_digestive_tract	oesophagus	101	0.987
KP-1N	PAAD	pancreas	pancreas	101	0.983
NCI-H2347	LUAD	lung	lung_NSCLC_adenocarcinoma	102	0.973
RERF-LC-KJ	LUAD	lung	lung_NSCLC_adenocarcinoma	102	0.985
C-33-A	CESC	urogenital_system	cervix	102	0.986
IPC-298	SKCM	skin	melanoma	103	0.988
MCC26	UNCLASSIFIED	skin	Merkel_cell_carcinoma	103	0.969
SK-MG-1	GBM	nervous_system	glioma	103	0.986
OVCAR-4	OV	urogenital_system	ovary	104	0.956
Hep3B2-1-7	LIHC	digestive_system	liver	104	0.987
MIA-PaCa-2	PAAD	pancreas	pancreas	104	0.981
D-336MG	LGG	nervous_system	glioma	105	0.981
VMRC-RCZ	KIRC	kidney	kidney	105	0.977
NCI-H1651	LUAD	lung	lung_NSCLC_adenocarcinoma	106	0.982
BxPC-3	PAAD	pancreas	pancreas	106	0.98
VCaP	PRAD	urogenital_system	prostate	106	0.985
FU97	STAD	digestive_system	stomach	106	0.985
SBC-1	SCLC	lung	lung_small_cell_carcinoma	106	0.989
ETK-1	UNCLASSIFIED	digestive_system	biliary_tract	106	0.979
NCI-H3122	LUAD	lung	lung_NSCLC_adenocarcinoma	106	0.985
SF126	GBM	nervous_system	glioma	106	0.984
647-V	BLCA	urogenital_system	bladder	107	0.987
A388	UNCLASSIFIED	skin	skin_other	107	0.978
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	107	0.973
LNZTA3WT4	GBM	nervous_system	glioma	108	0.988
COLO-824	BRCA	breast	breast	108	0.986
SCH	UNCLASSIFIED	digestive_system	stomach	108	0.982
A253	UNCLASSIFIED	aero_digestive_tract	head_and_neck	109	0.989
SNU-182	LIHC	digestive_system	liver	109	0.985
IOSE-397	UNCLASSIFIED	urogenital_system	ovary	110	0.985
HT-1376	BLCA	urogenital_system	bladder	110	0.977
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	111	0.983
SK-GT-4	ESCA	aero_digestive_tract	oesophagus	111	0.973
GCIY	STAD	digestive_system	stomach	111	0.98
DMS-79	SCLC	lung	lung_small_cell_carcinoma	111	0.977
NCI-H1688	SCLC	lung	lung_small_cell_carcinoma	111	0.981
OV-17R	OV	urogenital_system	ovary	111	0.964
SNU-81	COREAD	digestive_system	large_intestine	112	0.967
HT-29	COREAD	digestive_system	large_intestine	112	0.988
HCC2157	BRCA	breast	breast	113	0.985
TI-73	UNCLASSIFIED	bone	osteosarcoma	115	0.982
ME-1	LAML	blood	acute_myeloid_leukaemia	115	0.984
SK-MEL-2	SKCM	skin	melanoma	115	0.986
HT-3	CESC	urogenital_system	cervix	116	0.987
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	117	0.977
IST-SL1	SCLC	lung	lung_small_cell_carcinoma	118	0.987
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	118	0.989
HuP-T4	PAAD	pancreas	pancreas	118	0.985
AU565	BRCA	breast	breast	118	0.982
MFM-223	BRCA	breast	breast	119	0.989
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	119	0.988
NCI-H841	SCLC	lung	lung_small_cell_carcinoma	119	0.988
PCI-15A	HNSC	aero_digestive_tract	head_and_neck	120	0.988
LB831-BLC	BLCA	urogenital_system	bladder	120	0.987
OVCAR-5	OV	urogenital_system	ovary	120	0.977
U-118-MG	GBM	nervous_system	glioma	121	0.98
PANC-10-05	PAAD	pancreas	pancreas	121	0.984
HCC-15	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	121	0.973
ASH-3	THCA	thyroid	thyroid	122	0.988
KP-N-YN	NB	nervous_system	neuroblastoma	122	0.983
RERF-LC-MS	LUAD	lung	lung_NSCLC_adenocarcinoma	122	0.987
LU-165	SCLC	lung	lung_small_cell_carcinoma	123	0.982
PEO1	OV	urogenital_system	ovary	123	0.986
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	124	0.985
SF268	GBM	nervous_system	glioma	124	0.985
COLO-684	UCEC	urogenital_system	endometrium	125	0.982
BT-474	BRCA	breast	breast	126	0.982
NCI-H838	LUAD	lung	lung_NSCLC_adenocarcinoma	127	0.987
NB7	NB	nervous_system	neuroblastoma	128	0.987
RCM-1	COREAD	digestive_system	large_intestine	128	0.977
NCI-H1781	LUAD	lung	lung_NSCLC_adenocarcinoma	129	0.989
LOU-NH91	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	129	0.984
HCC1143	BRCA	breast	breast	131	0.968
TMK-1	STAD	digestive_system	stomach	131	0.986
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	131	0.985
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	131	0.987
PL4	PAAD	pancreas	pancreas	133	0.988
JHU-029	HNSC	aero_digestive_tract	head_and_neck	134	0.977
NCI-H1975	LUAD	lung	lung_NSCLC_adenocarcinoma	134	0.982
LB1047-RCC	KIRC	kidney	kidney	134	0.983
NCI-H2731	MESO	lung	mesothelioma	135	0.982
JHH-2	LIHC	digestive_system	liver	135	0.986
SCC-9	HNSC	aero_digestive_tract	head_and_neck	135	0.975
huH-1	LIHC	digestive_system	liver	135	0.977
CHSA0108	UNCLASSIFIED	bone	chondrosarcoma	136	0.981
NCI-H2081	SCLC	lung	lung_small_cell_carcinoma	136	0.986
OVCA432	UNCLASSIFIED	urogenital_system	ovary	137	0.987
PA-TU-8902	PAAD	pancreas	pancreas	138	0.981
SW1271	SCLC	lung	lung_small_cell_carcinoma	138	0.982
SK-MM-2	MM	blood	myeloma	138	0.988
CP66-MEL	SKCM	skin	melanoma	139	0.983
RCC-FG2	KIRC	kidney	kidney	139	0.975
NCC010	KIRC	kidney	kidney	140	0.986
T84	COREAD	digestive_system	large_intestine	140	0.989
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	141	0.99
SNU-449	LIHC	digestive_system	liver	141	0.985
201T	LUAD	lung	lung_NSCLC_adenocarcinoma	141	0.977
HCC1428	BRCA	breast	breast	141	0.985
NCI-H1436	SCLC	lung	lung_small_cell_carcinoma	142	0.983
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	142	0.987
PANC-04-03	PAAD	pancreas	pancreas	142	0.958
RT4	BLCA	urogenital_system	bladder	142	0.987
SCC-25	HNSC	aero_digestive_tract	head_and_neck	142	0.984
HCC1395	BRCA	breast	breast	142	0.979
HCC38	BRCA	breast	breast	142	0.986
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	143	0.978
OMC-1	CESC	urogenital_system	cervix	143	0.988
HCT-15	COREAD	digestive_system	large_intestine	143	0.987
Hs-578-T	BRCA	breast	breast	143	0.987
NCI-H650	LUAD	lung	lung_NSCLC_adenocarcinoma	146	0.985
CL-34	COREAD	digestive_system	large_intestine	146	0.985
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	146	0.985
C-4-I	CESC	urogenital_system	cervix	146	0.986
NCI-H1568	LUAD	lung	lung_NSCLC_adenocarcinoma	147	0.978
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	147	0.978
KYSE-520	ESCA	aero_digestive_tract	oesophagus	147	0.973
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	147	0.982
HT55	COREAD	digestive_system	large_intestine	148	0.99
PANC-02-03	PAAD	pancreas	pancreas	149	0.981
MOG-G-CCM	LGG	nervous_system	glioma	150	0.982
KYSE-140	ESCA	aero_digestive_tract	oesophagus	150	0.984
MDA-MB-453	BRCA	breast	breast	150	0.985
SK-MEL-3	SKCM	skin	melanoma	150	0.983
CAPAN-1	PAAD	pancreas	pancreas	153	0.985
BOKU	UNCLASSIFIED	urogenital_system	cervix	153	0.981
SNU-387	LIHC	digestive_system	liver	154	0.984
OE33	ESCA	aero_digestive_tract	oesophagus	154	0.982
KNS-42	LGG	nervous_system	glioma	155	0.981
U-87-MG	GBM	nervous_system	glioma	156	0.982
SNU-C5	COREAD	digestive_system	large_intestine	157	0.986
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	157	0.985
Sarc9371	UNCLASSIFIED	bone	bone_other	158	0.961
HCC1419	BRCA	breast	breast	159	0.97
SNU-423	LIHC	digestive_system	liver	159	0.983
IA-LM	UNCLASSIFIED	lung	lung_NSCLC_large_cell	160	0.985
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	161	0.986
OE19	ESCA	aero_digestive_tract	oesophagus	162	0.985
no-11	LGG	nervous_system	glioma	162	0.979
SK-OV-3	OV	urogenital_system	ovary	163	0.979
HuP-T3	PAAD	pancreas	pancreas	163	0.981
NCI-H1304	SCLC	lung	lung_small_cell_carcinoma	163	0.988
SW756	CESC	urogenital_system	cervix	163	0.982
MG-63	UNCLASSIFIED	bone	osteosarcoma	165	0.984
LS-411N	COREAD	digestive_system	large_intestine	167	0.982
SK-N-AS	NB	nervous_system	neuroblastoma	167	0.984
KURAMOCHI	UNCLASSIFIED	urogenital_system	ovary	169	0.984
RCC-ER	KIRC	kidney	kidney	170	0.986
G-292-Clone-A141B1	UNCLASSIFIED	bone	osteosarcoma	171	0.962
OACM5-1	ESCA	aero_digestive_tract	oesophagus	171	0.986
TE-12	ESCA	aero_digestive_tract	oesophagus	172	0.982
FLO-1	ESCA	aero_digestive_tract	oesophagus	173	0.971
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	173	0.988
PC-3_[JPC-3]	LUAD	lung	lung_NSCLC_adenocarcinoma	173	0.977
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	174	0.986
DMS-114	SCLC	lung	lung_small_cell_carcinoma	176	0.985
SW626	OV	urogenital_system	ovary	178	0.984
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	179	0.988
ES6	UNCLASSIFIED	bone	ewings_sarcoma	180	0.982
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	180	0.985
D-542MG	GBM	nervous_system	glioma	182	0.982
KP-3	UNCLASSIFIED	pancreas	pancreas	183	0.984
HDQ-P1	BRCA	breast	breast	183	0.984
NCI-H2461	MESO	lung	mesothelioma	186	0.981
EW-11	UNCLASSIFIED	bone	ewings_sarcoma	188	0.979
BT-483	BRCA	breast	breast	189	0.948
NCI-H2452	MESO	lung	mesothelioma	191	0.984
CAPAN-2	PAAD	pancreas	pancreas	192	0.983
YAPC	PAAD	pancreas	pancreas	194	0.982
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	195	0.99
COR-L95	SCLC	lung	lung_small_cell_carcinoma	197	0.986
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	200	0.987
TE-1	ESCA	aero_digestive_tract	oesophagus	204	0.982
SiHa	CESC	urogenital_system	cervix	205	0.987
MPP-89	MESO	lung	mesothelioma	208	0.981
NCI-N87	STAD	digestive_system	stomach	208	0.974
COR-L88	SCLC	lung	lung_small_cell_carcinoma	209	0.986
Hs-746T	STAD	digestive_system	stomach	209	0.979
MFE-280	UCEC	urogenital_system	endometrium	219	0.983
BT-20	BRCA	breast	breast	219	0.984
CAS-1	GBM	nervous_system	glioma	228	0.979
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	233	0.987
NCI-H596	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	235	0.983
MKN7	STAD	digestive_system	stomach	236	0.98
NCI-H1993	LUAD	lung	lung_NSCLC_adenocarcinoma	236	0.981
HuO-3N1	UNCLASSIFIED	bone	osteosarcoma	239	0.982
SW403	UNCLASSIFIED	digestive_system	large_intestine	239	0.984
8305C	THCA	thyroid	thyroid	240	0.982
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	244	0.94
KNS-62	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	244	0.976
