Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
TE-6	ESCA	aero_digestive_tract	oesophagus	40.8	0.984
LAN-6	NB	nervous_system	neuroblastoma	40.9	0.982
NCI-H747	COREAD	digestive_system	large_intestine	41.3	0.981
TK10	KIRC	kidney	kidney	41.4	0.982
NCI-H1355	LUAD	lung	lung_NSCLC_adenocarcinoma	44	0.971
CP66-MEL	SKCM	skin	melanoma	44.1	0.986
UACC-257	SKCM	skin	melanoma	44.8	0.981
NCI-H2126	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	44.9	0.979
D-247MG	GBM	nervous_system	glioma	45.2	0.975
LU-139	SCLC	lung	lung_small_cell_carcinoma	45.7	0.98
D-263MG	GBM	nervous_system	glioma	46.9	0.983
NCI-H1299	UNCLASSIFIED	lung	lung_NSCLC_large_cell	47.3	0.983
SNU-C2B	COREAD	digestive_system	large_intestine	47.4	0.979
DMS-153	UNCLASSIFIED	lung	lung_small_cell_carcinoma	47.8	0.971
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	47.8	0.982
CL-11	COREAD	digestive_system	large_intestine	47.9	0.987
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	48.8	0.99
EHEB	CLL	blood	lymphoid_neoplasm_other	49.3	0.973
SNB75	GBM	nervous_system	glioma	50.2	0.972
SH-4	SKCM	skin	melanoma	51.1	0.968
CTB-1	DLBC	blood	B_cell_lymphoma	52.5	0.978
NB6	NB	nervous_system	neuroblastoma	52.7	0.984
no-11	LGG	nervous_system	glioma	53.2	0.983
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	53.5	0.985
RXF393	KIRC	kidney	kidney	55.1	0.978
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	56.6	0.987
HCC2218	BRCA	breast	breast	58.1	0.984
OS-RC-2	KIRC	kidney	kidney	64.3	0.977
CAS-1	GBM	nervous_system	glioma	64.5	0.981
OVCAR-4	OV	urogenital_system	ovary	66.8	0.976
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	95.8	0.981
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	102	0.953
EW-12	UNCLASSIFIED	bone	ewings_sarcoma	172	0.977
P116	UNCLASSIFIED	blood	lymphoblastic_T_cell_leukaemia	181	0.945
